,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,aging,credit_risk,loss_reverse
4735,79829,8,4,"Bengkulu, 24-09-1994",29,Pengusaha,Belum menikah,perempuan,S1,Retired,3,22000000,1,81333333,10,172,10,286,3,4000000,Diragukan,Tertagih dengan resiko tinggi,61000000
4736,82482,10,12,"Kalimantan Timur, 13-06-1978",45,Pegawai Negeri,Cerai mati,perempuan,S1,Retired,4,18000000,5,52166667,7,135,10,190,2,4000000,Diragukan,Tertagih dengan resiko tinggi,26083333
4737,38927,8,3,"Kalimantan Selatan, 16-08-1960",63,Pengusaha,Menikah,perempuan,S1,Retired,4,13000000,7,58500000,10,37,6,410,1,8500000,DPK,Tertagih dengan resiko rendah,14625000
4738,19314,14,6,"Sulawesi Selatan, 07-07-1986",37,Profesional,Cerai hidup,laki-laki,S1,Contract,3,24000000,6,65666667,19,7,1,523,0,7500000,DPK,Tertagih dengan resiko rendah,0
4739,38630,11,2,"Banten, 06-07-1999",24,Pegawai Swasta,Cerai hidup,perempuan,SMP,Not-employed,1,200000,6,12500000,1,109,6,39,2,17000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,6250000
4740,10816,1,2,"Jawa Barat, 10-09-1966",57,Pegawai Swasta,Cerai hidup,laki-laki,S1,Full-time,2,26000000,5,140833333,29,28,1,461,1,9000000,DPK,Tidak tertagih dengan resiko rendah,35208333
4741,31806,13,18,"Kalimantan Selatan, 05-07-1995",28,Pengusaha,Cerai mati,laki-laki,D3,Retired,4,22500000,3,45000000,6,91,6,284,1,8500000,Kurang lancar,Tertagih dengan resiko rendah,11250000
4742,638,15,9,"Maluku Utara, 27-06-1967",56,Profesional,Belum menikah,laki-laki,D3,Retired,3,17500000,7,55000000,14,131,8,212,2,12500000,Diragukan,Tertagih dengan resiko tinggi,27500000
4743,37362,9,4,"Lampung, 01-05-1994",29,Pengusaha,Cerai hidup,laki-laki,S3,Retired,3,18000000,9,73500000,10,73,8,120,1,4500000,DPK,Tertagih dengan resiko rendah,18375000
4744,13046,7,13,"Kalimantan Utara, 12-09-1977",46,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,4,13000000,4,60500000,19,14,2,499,0,4000000,DPK,Tertagih dengan resiko rendah,0
4745,88994,7,13,"Gorontalo, 12-11-1992",31,Pengusaha,Cerai hidup,laki-laki,D2,Full-time,3,25500000,1,136000000,31,60,3,391,1,6000000,DPK,Tidak tertagih dengan resiko rendah,34000000
4746,62863,18,20,"Riau, 30-12-1975",48,Pengusaha,Menikah,perempuan,D2,Retired,3,10500000,3,56500000,8,129,5,323,2,17500000,Diragukan,Tertagih dengan resiko tinggi,28250000
4747,87907,2,17,"Kalimantan Barat, 13-09-1967",56,Pegawai Negeri,Cerai mati,laki-laki,SMP,Not-employed,1,200000,2,20333333,1,145,8,7,4,6000000,Diragukan,Tidak tertagih dengan resiko tinggi,20333333
4748,86339,18,5,"Maluku, 29-12-1993",30,Pegawai Swasta,Menikah,perempuan,D3,Retired,3,15500000,8,67833333,10,124,9,116,2,11500000,Diragukan,Tertagih dengan resiko tinggi,33916667
4749,66302,20,10,"Kepulauan Riau, 30-07-1999",24,Buruh,Menikah,perempuan,S2,Retired,4,13000000,3,50500000,7,38,3,332,1,12000000,DPK,Tertagih dengan resiko rendah,12625000
4750,5795,1,2,"Sulawesi Utara, 21-02-1973",50,Pegawai Negeri,Belum menikah,laki-laki,S1,Retired,4,13000000,4,62000000,19,35,2,476,1,10000000,DPK,Tertagih dengan resiko rendah,15500000
4751,78545,3,17,"Kalimantan Timur, 05-12-1977",46,Pegawai Negeri,Cerai mati,perempuan,D3,Retired,3,15500000,5,55833333,13,84,7,158,1,5000000,DPK,Tertagih dengan resiko rendah,13958333
4752,5668,15,17,"Jawa Barat, 14-12-1973",50,Buruh,Cerai hidup,laki-laki,D1,Full-time,4,17500000,2,65166667,8,141,10,127,1,6500000,Diragukan,Tertagih dengan resiko tinggi,16291667
4753,8766,4,7,"Jawa Barat, 27-06-1963",60,Buruh,Cerai hidup,laki-laki,SMA,Contract,6,9700000,8,57333333,12,10,1,264,0,17000000,DPK,Tertagih dengan resiko rendah,0
4754,23917,5,17,"Jawa Tengah, 29-11-1973",50,Pegawai Negeri,Cerai mati,perempuan,D2,Retired,4,10500000,3,55166667,6,11,2,212,0,18500000,DPK,Tertagih dengan resiko rendah,0
4755,77143,18,20,"Kalimantan Tengah, 18-11-1962",61,Pegawai Swasta,Menikah,laki-laki,D1,Full-time,1,18500000,5,61333333,12,82,7,105,1,7500000,DPK,Tertagih dengan resiko rendah,15333333
4756,62607,11,12,"Sulawesi Selatan, 19-09-1966",57,Pengusaha,Belum menikah,perempuan,S1,Retired,4,18000000,7,73333333,9,126,8,105,1,15500000,Diragukan,Tertagih dengan resiko tinggi,18333333
4757,27580,11,14,"DI Yogyakarta, 19-02-1978",45,Profesional,Cerai mati,laki-laki,S1,Retired,2,18000000,4,58166667,24,36,4,633,1,9000000,DPK,Tertagih dengan resiko rendah,14541667
4758,69481,10,13,"Papua, 07-11-1980",43,Profesional,Menikah,laki-laki,S1,Retired,3,13000000,6,64500000,18,60,4,397,1,4500000,DPK,Tertagih dengan resiko rendah,16125000
4759,1522,17,13,"Papua Barat, 09-08-1993",30,Pegawai Swasta,Belum menikah,laki-laki,D2,Full-time,5,25500000,3,142500000,12,148,8,238,2,9500000,Diragukan,Tidak tertagih dengan resiko rendah,71250000
4760,96023,16,18,"Jawa Barat, 06-02-1970",53,Pegawai Swasta,Belum menikah,perempuan,D1,Retired,4,15500000,7,66333333,14,107,6,230,1,8000000,Kurang lancar,Tertagih dengan resiko rendah,16583333
4761,94749,11,13,"Maluku, 21-11-1997",26,Pengusaha,Cerai mati,laki-laki,D3,Retired,3,15500000,7,65833333,25,30,1,696,1,11500000,DPK,Tertagih dengan resiko rendah,16458333
4762,33444,7,13,"Maluku, 25-07-1977",46,Profesional,Belum menikah,perempuan,S1,Retired,2,18000000,3,50166667,13,106,9,279,2,3000000,Kurang lancar,Tertagih dengan resiko tinggi,25083333
4763,37704,17,4,"Sulawesi Utara, 04-06-1991",32,Pengusaha,Cerai mati,perempuan,S2,Retired,4,21000000,1,59500000,9,88,7,201,1,6500000,DPK,Tertagih dengan resiko rendah,14875000
4764,89082,20,16,"DKI Jakarta, 17-03-1966",57,Profesional,Menikah,perempuan,S2,Retired,3,18000000,6,62000000,2,144,9,250,4,4500000,Diragukan,Tertagih dengan resiko tinggi,62000000
4765,13712,19,16,"Maluku Utara, 20-11-1972",51,Pengusaha,Cerai hidup,laki-laki,SMA,Contract,1,6700000,8,58166667,2,104,7,298,2,11500000,Kurang lancar,Tertagih dengan resiko tinggi,29083333
4766,79992,18,10,"Bali, 09-08-1994",29,Pengusaha,Cerai mati,perempuan,S1,Self-employed,2,31000000,7,143166667,33,37,4,350,1,14000000,DPK,Tidak tertagih dengan resiko rendah,35791667
4767,16929,2,5,"Banten, 11-11-1968",55,Pegawai Swasta,Cerai mati,laki-laki,S2,Full-time,3,19000000,7,79833333,18,29,2,598,1,19500000,DPK,Tertagih dengan resiko rendah,19958333
4768,79253,7,20,"Bali, 28-01-1988",35,Pengusaha,Cerai mati,laki-laki,D3,Retired,5,10500000,4,61000000,14,25,1,356,1,9000000,DPK,Tertagih dengan resiko rendah,15250000
4769,31425,12,3,"Sulawesi Selatan, 10-09-1964",59,Pegawai Negeri,Cerai hidup,perempuan,D3,Retired,5,15500000,3,56666667,11,120,7,150,3,5500000,Kurang lancar,Tertagih dengan resiko tinggi,42500000
4770,48719,9,19,"Kalimantan Tengah, 11-03-1991",32,Pengusaha,Belum menikah,perempuan,S1,Full-time,4,19000000,7,72000000,9,82,6,182,2,6000000,DPK,Tertagih dengan resiko tinggi,36000000
4771,30793,8,1,"Sulawesi Selatan, 18-04-1981",42,Pegawai Swasta,Cerai hidup,laki-laki,S2,Retired,4,13000000,2,60333333,8,134,7,360,2,5500000,Diragukan,Tertagih dengan resiko tinggi,30166667
4772,2136,7,2,"Nusa Tenggara Barat, 19-10-1996",27,Profesional,Belum menikah,laki-laki,D2,Retired,4,10500000,1,61500000,7,78,5,328,1,16500000,DPK,Tertagih dengan resiko rendah,15375000
4773,94712,13,9,"Nusa Tenggara Barat, 04-03-1989",34,Pengusaha,Cerai mati,perempuan,S1,Retired,3,18000000,8,49833333,8,83,5,293,1,9000000,DPK,Tertagih dengan resiko rendah,12458333
4774,62466,8,15,"Kalimantan Barat, 17-12-1978",45,Pegawai Negeri,Belum menikah,perempuan,S1,Retired,4,19000000,7,58500000,13,89,7,233,1,15500000,DPK,Tertagih dengan resiko rendah,14625000
4775,39891,14,17,"Sumatera Barat, 26-06-1981",42,Pengusaha,Menikah,laki-laki,D1,Retired,3,15500000,2,60000000,6,141,8,199,2,6000000,Diragukan,Tertagih dengan resiko tinggi,30000000
4776,63655,1,7,"Sumatera Selatan, 23-09-1983",40,Pegawai Negeri,Menikah,perempuan,D1,Retired,3,18500000,5,67000000,18,11,2,699,0,9000000,DPK,Tertagih dengan resiko rendah,0
4777,30818,18,2,"Sulawesi Utara, 05-07-1985",38,Pengusaha,Belum menikah,laki-laki,D3,Retired,3,18500000,7,66500000,6,99,7,245,2,6500000,Kurang lancar,Tertagih dengan resiko tinggi,33250000
4778,84721,5,12,"Riau, 28-04-1981",42,Pegawai Swasta,Cerai mati,perempuan,D3,Contract,5,22500000,2,62666667,8,55,5,181,1,9500000,DPK,Tertagih dengan resiko rendah,15666667
4779,52893,14,11,"Kalimantan Timur, 16-11-2000",23,Buruh,Menikah,perempuan,D3,Full-time,5,25500000,6,138333333,13,128,10,294,2,4000000,Diragukan,Tidak tertagih dengan resiko rendah,69166667
4780,40851,13,17,"Kepulauan Bangka Belitung, 26-10-1962",61,Pegawai Swasta,Menikah,perempuan,S1,Retired,2,13000000,9,68500000,19,31,2,417,1,7000000,DPK,Tertagih dengan resiko rendah,17125000
4781,99870,10,6,"Nusa Tenggara Barat, 02-02-1980",43,Pengusaha,Belum menikah,perempuan,D1,Retired,3,10500000,8,55333333,2,77,6,333,1,8500000,DPK,Tertagih dengan resiko rendah,13833333
4782,80931,11,13,"Maluku Utara, 05-12-1998",25,Buruh,Menikah,perempuan,SMP,Internship,1,200000,7,18833333,1,154,8,98,2,4000000,Diragukan,Tidak tertagih dengan resiko tinggi,9416667
4783,10943,3,14,"Kepulauan Bangka Belitung, 02-02-1990",33,Buruh,Cerai mati,laki-laki,S2,Retired,4,13000000,8,58000000,2,38,2,378,1,9500000,DPK,Tertagih dengan resiko rendah,14500000
4784,53080,2,8,"DI Yogyakarta, 31-08-1966",57,Profesional,Cerai mati,perempuan,S1,Retired,4,13000000,2,62666667,19,33,3,389,1,8000000,DPK,Tertagih dengan resiko rendah,15666667
4785,35555,5,9,"Kepulauan Riau, 21-09-1991",32,Pegawai Negeri,Menikah,laki-laki,SMP,Not-employed,6,200000,8,19833333,2,125,7,69,3,4000000,Diragukan,Tidak tertagih dengan resiko tinggi,14875000
4786,78685,17,7,"Sulawesi Barat, 18-05-1997",26,Pegawai Negeri,Cerai mati,laki-laki,SMA,Contract,2,11700000,9,57333333,16,9,1,320,0,8500000,DPK,Tertagih dengan resiko rendah,0
4787,40400,15,20,"Gorontalo, 26-02-1996",27,Buruh,Cerai mati,perempuan,S1,Retired,2,18000000,3,68333333,10,95,9,170,1,6500000,Kurang lancar,Tertagih dengan resiko rendah,17083333
4788,7597,11,17,"Sulawesi Selatan, 20-04-1979",44,Buruh,Menikah,perempuan,SMA,Contract,6,9700000,6,58666667,1,39,3,399,1,16500000,DPK,Tertagih dengan resiko rendah,14666667
4789,11068,11,18,"Kalimantan Selatan, 01-10-1989",34,Pegawai Negeri,Cerai mati,laki-laki,D3,Retired,3,10500000,5,57333333,6,16,1,266,1,6000000,DPK,Tertagih dengan resiko rendah,14333333
4790,69622,19,1,"Sulawesi Tenggara, 11-05-1975",48,Buruh,Cerai mati,laki-laki,D1,Retired,3,10500000,6,59333333,5,170,9,362,4,4500000,Diragukan,Tertagih dengan resiko tinggi,59333333
4791,24627,6,3,"DKI Jakarta, 01-09-1965",58,Pegawai Swasta,Cerai hidup,laki-laki,D3,Retired,3,10500000,5,56500000,8,144,8,377,2,8500000,Diragukan,Tertagih dengan resiko tinggi,28250000
4792,14332,9,18,"Lampung, 23-03-1979",44,Pegawai Swasta,Menikah,perempuan,S2,Retired,2,13000000,1,63333333,6,0,0,460,0,6500000,Lancar,Tertagih dengan resiko rendah,0
4793,43133,16,10,"Aceh, 03-12-1982",41,Pegawai Negeri,Cerai hidup,perempuan,S1,Retired,4,13000000,3,59833333,3,62,4,301,1,5000000,DPK,Tertagih dengan resiko rendah,14958333
4794,669,20,20,"Sumatera Utara, 09-03-1984",39,Buruh,Cerai hidup,perempuan,D3,Full-time,3,17500000,1,70833333,24,13,1,420,0,9000000,DPK,Tertagih dengan resiko rendah,0
4795,44033,20,1,"Gorontalo, 19-03-1972",51,Pegawai Negeri,Belum menikah,laki-laki,SD,Not-employed,0,2600000,2,19166667,1,111,6,98,2,7000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,9583333
4796,68608,12,4,"Jambi, 25-02-1995",28,Profesional,Cerai mati,laki-laki,S1,Retired,4,18000000,5,59000000,6,132,7,283,4,3000000,Diragukan,Tertagih dengan resiko tinggi,59000000
4797,63185,11,5,"Sulawesi Tengah, 01-10-1982",41,Buruh,Belum menikah,perempuan,SMA,Contract,2,6700000,2,61500000,3,17,1,305,1,7500000,DPK,Tertagih dengan resiko rendah,15375000
4798,59655,2,18,"Jawa Tengah, 17-05-1996",27,Pengusaha,Cerai hidup,perempuan,S1,Full-time,4,19000000,1,68333333,12,146,8,135,4,8500000,Diragukan,Tertagih dengan resiko tinggi,68333333
4799,36291,14,19,"Gorontalo, 03-12-1968",55,Pengusaha,Menikah,perempuan,D3,Full-time,4,25500000,2,134500000,22,109,7,290,3,4000000,Kurang lancar,Tidak tertagih dengan resiko rendah,100875000
4800,81398,12,14,"Nusa Tenggara Barat, 10-01-1986",37,Pengusaha,Menikah,perempuan,D3,Retired,5,15500000,5,52666667,2,38,4,156,1,6000000,DPK,Tertagih dengan resiko rendah,13166667
4801,93680,5,13,"Maluku, 21-05-1982",41,Pengusaha,Cerai mati,laki-laki,D3,Retired,4,18500000,9,54000000,9,145,8,264,4,5000000,Diragukan,Tertagih dengan resiko tinggi,54000000
4802,43006,14,13,"Sumatera Utara, 23-12-1972",51,Pegawai Swasta,Belum menikah,laki-laki,S1,Retired,4,19000000,2,67500000,2,65,7,258,1,9500000,DPK,Tertagih dengan resiko rendah,16875000
4803,65345,2,18,"Gorontalo, 12-11-1970",53,Buruh,Cerai hidup,perempuan,D3,Full-time,3,26500000,5,143500000,33,0,0,459,0,16000000,Lancar,Tidak tertagih dengan resiko rendah,0
4804,17149,11,7,"Kalimantan Utara, 14-01-1974",49,Pegawai Negeri,Menikah,laki-laki,SMA,Contract,6,9700000,7,57666667,10,46,2,335,1,7000000,DPK,Tertagih dengan resiko rendah,14416667
4805,259,13,13,"Lampung, 11-08-1989",34,Buruh,Belum menikah,laki-laki,D1,Retired,4,17500000,4,76500000,11,145,7,241,2,6500000,Diragukan,Tertagih dengan resiko tinggi,38250000
4806,29006,5,18,"Jawa Tengah, 19-11-1996",27,Pengusaha,Cerai hidup,perempuan,D3,Full-time,5,22500000,4,65000000,9,68,4,282,1,8000000,DPK,Tertagih dengan resiko rendah,16250000
4807,35286,20,18,"Kalimantan Selatan, 26-12-1965",58,Profesional,Menikah,perempuan,S1,Retired,3,13000000,2,57666667,9,19,1,431,1,9000000,DPK,Tertagih dengan resiko rendah,14416667
4808,16404,3,4,"Kalimantan Utara, 24-10-1983",40,Pengusaha,Menikah,laki-laki,D1,Retired,3,10500000,3,59166667,12,7,1,362,0,9000000,DPK,Tertagih dengan resiko rendah,0
4809,91384,20,14,"Kalimantan Barat, 05-04-1975",48,Buruh,Menikah,laki-laki,S2,Retired,4,13000000,5,56833333,18,9,1,453,0,36000000,DPK,Tertagih dengan resiko rendah,0
4810,7295,9,20,"Maluku, 24-04-1997",26,Buruh,Cerai mati,laki-laki,D3,Retired,3,15500000,7,56000000,13,103,5,265,1,5000000,Kurang lancar,Tertagih dengan resiko rendah,14000000
4811,34763,2,4,"Sulawesi Tengah, 15-11-1963",60,Pegawai Negeri,Cerai hidup,laki-laki,SMP,Internship,1,200000,1,15333333,1,102,7,84,2,5000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,7666667
4812,5099,17,16,"Sumatera Selatan, 14-04-1962",61,Pengusaha,Cerai hidup,perempuan,S3,Full-time,2,21000000,9,56833333,21,60,4,571,1,7000000,DPK,Tertagih dengan resiko rendah,14208333
4813,62125,16,4,"Kalimantan Selatan, 06-09-1991",32,Pengusaha,Cerai hidup,perempuan,D1,Retired,4,18500000,6,54333333,11,124,9,111,2,7500000,Diragukan,Tertagih dengan resiko tinggi,27166667
4814,67169,11,19,"Kalimantan Utara, 20-08-1970",53,Profesional,Belum menikah,laki-laki,S2,Full-time,4,19000000,1,64666667,5,105,6,203,2,5000000,Kurang lancar,Tertagih dengan resiko tinggi,32333333
4815,53410,15,4,"Nusa Tenggara Barat, 10-05-1975",48,Pengusaha,Cerai mati,laki-laki,S2,Retired,2,13000000,5,54333333,11,43,2,349,1,8000000,DPK,Tertagih dengan resiko rendah,13583333
4816,99485,13,7,"Kepulauan Riau, 25-04-2000",23,Pengusaha,Menikah,perempuan,D3,Full-time,3,25500000,5,140666667,29,28,3,381,1,8500000,DPK,Tidak tertagih dengan resiko rendah,35166667
4817,51909,7,7,"Aceh, 31-03-1971",52,Pegawai Negeri,Cerai hidup,perempuan,D1,Retired,4,15500000,3,54000000,8,111,6,245,2,5000000,Kurang lancar,Tertagih dengan resiko tinggi,27000000
4818,31234,7,10,"Jawa Tengah, 04-01-1988",35,Pengusaha,Menikah,laki-laki,S2,Full-time,4,19000000,4,55000000,7,169,9,122,3,6000000,Diragukan,Tertagih dengan resiko tinggi,41250000
4819,742,7,18,"Maluku Utara, 04-03-1968",55,Profesional,Belum menikah,perempuan,D2,Retired,4,18500000,2,52833333,4,83,7,206,2,7500000,DPK,Tertagih dengan resiko tinggi,26416667
4820,72601,18,1,"DI Yogyakarta, 02-04-1960",63,Pegawai Swasta,Cerai hidup,perempuan,S2,Retired,2,13000000,7,56333333,11,85,7,359,1,8000000,DPK,Tertagih dengan resiko rendah,14083333
4821,89964,8,16,"Papua, 07-10-1984",39,Pegawai Negeri,Menikah,laki-laki,S3,Retired,2,18000000,5,75333333,20,37,2,652,1,19000000,DPK,Tertagih dengan resiko rendah,18833333
4822,61665,19,8,"Kalimantan Timur, 08-10-1972",51,Buruh,Cerai hidup,laki-laki,S1,Full-time,2,26000000,4,137666667,28,47,5,562,1,39500000,DPK,Tidak tertagih dengan resiko rendah,34416667
4823,32487,16,19,"Sulawesi Selatan, 12-10-1993",30,Pegawai Swasta,Cerai hidup,perempuan,S1,Full-time,3,19000000,7,47000000,19,0,0,568,0,8000000,Lancar,Tertagih dengan resiko rendah,0
4824,74838,17,13,"Sulawesi Tengah, 12-06-1993",30,Pegawai Swasta,Belum menikah,perempuan,S3,Full-time,4,24000000,1,60833333,23,18,1,317,1,4000000,DPK,Tertagih dengan resiko rendah,15208333
4825,60220,15,6,"Sulawesi Selatan, 26-08-1991",32,Buruh,Cerai mati,perempuan,S2,Retired,3,13000000,6,63333333,10,0,0,478,0,8500000,Lancar,Tertagih dengan resiko rendah,0
4826,42351,8,15,"Sulawesi Tenggara, 30-11-1989",34,Profesional,Belum menikah,perempuan,S1,Retired,4,13000000,8,60166667,17,42,2,348,1,13500000,DPK,Tertagih dengan resiko rendah,15041667
4827,82054,16,5,"Kalimantan Timur, 20-08-1977",46,Profesional,Belum menikah,perempuan,SMA,Contract,3,13700000,1,63166667,16,12,2,254,0,4000000,DPK,Tertagih dengan resiko rendah,0
4828,28014,3,20,"Jawa Tengah, 05-05-1983",40,Pegawai Negeri,Cerai mati,laki-laki,S1,Contract,4,24000000,4,78500000,14,158,8,210,4,14000000,Diragukan,Tertagih dengan resiko tinggi,78500000
4829,5751,7,13,"Gorontalo, 27-04-1983",40,Pegawai Negeri,Belum menikah,laki-laki,S1,Full-time,2,21000000,8,56166667,18,21,1,694,1,4500000,DPK,Tertagih dengan resiko rendah,14041667
4830,34817,10,12,"Riau, 02-02-1982",41,Pegawai Negeri,Cerai hidup,perempuan,S1,Full-time,3,24000000,1,59333333,16,16,2,582,0,17500000,DPK,Tertagih dengan resiko rendah,0
4831,21200,6,15,"Sumatera Utara, 13-07-1989",34,Pegawai Swasta,Belum menikah,perempuan,SMP,Not-employed,1,2600000,9,20833333,2,119,10,54,1,4000000,Kurang lancar,Tidak tertagih dengan resiko tinggi,5208333
4832,56324,12,8,"Kalimantan Utara, 10-05-1975",48,Pegawai Negeri,Cerai mati,laki-laki,S2,Full-time,3,19000000,8,60833333,18,0,0,484,0,5000000,Lancar,Tertagih dengan resiko rendah,0
4833,73140,17,17,"Papua Barat, 21-09-1975",48,Pegawai Negeri,Cerai mati,perempuan,S1,Retired,2,18000000,3,70333333,24,86,6,679,2,9500000,DPK,Tertagih dengan resiko tinggi,35166667
4834,49772,10,1,"Papua Barat, 24-09-1972",51,Pegawai Negeri,Menikah,laki-laki,SMA,Contract,5,12700000,5,64000000,17,0,0,301,0,8000000,Lancar,Tertagih dengan resiko rendah,0
4835,70309,4,15,"DKI Jakarta, 24-07-1977",46,Pengusaha,Belum menikah,perempuan,D1,Retired,4,15500000,6,65500000,2,74,7,237,1,4500000,DPK,Tertagih dengan resiko rendah,16375000
4836,91260,15,19,"Sulawesi Tenggara, 30-12-1983",40,Profesional,Cerai mati,laki-laki,D1,Retired,5,10500000,8,63000000,5,28,2,307,1,5000000,DPK,Tertagih dengan resiko rendah,15750000
4837,21484,18,12,"Nusa Tenggara Timur, 27-02-1994",29,Buruh,Cerai mati,laki-laki,D2,Retired,3,10500000,5,60666667,9,74,8,321,1,7000000,DPK,Tertagih dengan resiko rendah,15166667
4838,87293,5,2,"Sulawesi Tengah, 04-11-1982",41,Profesional,Cerai hidup,laki-laki,S1,Retired,2,13000000,2,64666667,13,28,1,468,1,7500000,DPK,Tertagih dengan resiko rendah,16166667
4839,99689,13,15,"DI Yogyakarta, 08-06-1976",47,Pegawai Negeri,Belum menikah,perempuan,D1,Retired,5,10500000,2,60833333,8,73,5,321,1,15500000,DPK,Tertagih dengan resiko rendah,15208333
4840,67253,3,9,"Jawa Barat, 23-06-1994",29,Pegawai Swasta,Menikah,perempuan,D3,Full-time,3,17500000,4,60333333,22,27,1,550,1,10000000,DPK,Tertagih dengan resiko rendah,15083333
4841,64272,2,17,"Kalimantan Barat, 29-01-1962",61,Buruh,Cerai hidup,perempuan,S3,Retired,2,18000000,3,65833333,20,50,5,508,1,10500000,DPK,Tertagih dengan resiko rendah,16458333
4842,44646,12,1,"Jambi, 14-01-1976",47,Pegawai Swasta,Cerai hidup,perempuan,S1,Retired,4,18000000,2,77666667,3,210,11,112,4,8000000,Macet,Tertagih dengan resiko tinggi,77666667
4843,4653,11,5,"Riau, 03-12-1978",45,Pengusaha,Belum menikah,perempuan,S2,Full-time,4,19000000,7,62333333,14,98,5,261,1,15500000,Kurang lancar,Tertagih dengan resiko rendah,15583333
4844,11978,17,9,"DI Yogyakarta, 14-07-1981",42,Pegawai Negeri,Menikah,laki-laki,D1,Full-time,0,20500000,4,74666667,21,58,3,675,1,7000000,DPK,Tertagih dengan resiko rendah,18666667
4845,66809,15,19,"Maluku, 14-05-1985",38,Pegawai Swasta,Menikah,perempuan,D1,Full-time,5,17500000,5,50500000,9,197,10,165,3,5500000,Macet,Tertagih dengan resiko tinggi,37875000
4846,94269,1,9,"Jawa Timur, 22-08-1965",58,Buruh,Cerai mati,laki-laki,S1,Retired,4,23000000,9,71333333,8,126,8,256,1,8000000,Diragukan,Tertagih dengan resiko tinggi,17833333
4847,82875,3,14,"DKI Jakarta, 11-09-1981",42,Pegawai Negeri,Menikah,perempuan,S2,Retired,3,20000000,9,51500000,17,56,3,599,2,8500000,DPK,Tertagih dengan resiko rendah,25750000
4848,84448,20,13,"Kalimantan Selatan, 09-08-1962",61,Pengusaha,Cerai mati,perempuan,SMA,Contract,2,8700000,6,63333333,14,57,5,437,1,16000000,DPK,Tertagih dengan resiko rendah,15833333
4849,90424,9,6,"DI Yogyakarta, 26-09-1993",30,Pengusaha,Menikah,laki-laki,D3,Full-time,3,17500000,9,60500000,21,21,2,429,1,13500000,DPK,Tertagih dengan resiko rendah,15125000
4850,75124,16,9,"Sumatera Selatan, 02-07-1962",61,Profesional,Cerai mati,perempuan,D1,Retired,5,22500000,4,68000000,9,80,6,238,1,15000000,DPK,Tertagih dengan resiko rendah,17000000
4851,62787,2,17,"Maluku, 23-04-1961",62,Profesional,Menikah,perempuan,S2,Full-time,2,21000000,6,74166667,23,24,2,468,1,13500000,DPK,Tertagih dengan resiko rendah,18541667
4852,36461,14,5,"Jawa Barat, 16-05-1989",34,Pegawai Negeri,Cerai mati,perempuan,SMA,Contract,1,12700000,3,51000000,5,90,4,236,2,5000000,DPK,Tertagih dengan resiko tinggi,25500000
4853,88714,6,16,"Jawa Tengah, 04-08-1998",25,Buruh,Belum menikah,perempuan,SD,Internship,0,200000,3,19500000,1,54,5,77,1,8000000,DPK,Tidak tertagih dengan resiko tinggi,4875000
4854,57728,3,9,"Sumatera Selatan, 31-10-1998",25,Pegawai Negeri,Menikah,laki-laki,D2,Full-time,3,27500000,6,136833333,25,32,4,517,1,6000000,DPK,Tidak tertagih dengan resiko rendah,34208333
4855,85452,12,2,"Nusa Tenggara Barat, 12-10-1968",55,Pegawai Negeri,Cerai hidup,perempuan,D1,Retired,5,17500000,1,59666667,12,114,6,129,1,12000000,Kurang lancar,Tertagih dengan resiko rendah,14916667
4856,8850,19,17,"Kalimantan Tengah, 08-01-1963",60,Pegawai Swasta,Menikah,perempuan,S1,Full-time,4,19000000,9,70000000,14,75,6,282,1,18500000,DPK,Tertagih dengan resiko rendah,17500000
4857,37217,12,8,"Lampung, 25-03-1982",41,Profesional,Menikah,laki-laki,S1,Retired,3,18000000,7,47333333,19,53,3,627,1,16000000,DPK,Tertagih dengan resiko rendah,11833333
4858,21524,9,6,"Sulawesi Barat, 16-01-1996",27,Pegawai Negeri,Cerai hidup,laki-laki,S1,Retired,3,13000000,9,59500000,10,27,2,456,1,500000,DPK,Tertagih dengan resiko rendah,14875000
4859,65613,16,17,"Kalimantan Selatan, 14-04-1987",36,Buruh,Cerai mati,perempuan,S2,Retired,2,23000000,4,80666667,18,73,4,534,1,15000000,DPK,Tertagih dengan resiko rendah,20166667
4860,4164,1,12,"Bengkulu, 28-09-1998",25,Profesional,Cerai mati,perempuan,S2,Retired,4,13000000,2,59666667,17,31,2,448,2,10000000,DPK,Tertagih dengan resiko rendah,29833333
4861,22450,17,9,"Kalimantan Timur, 15-08-1965",58,Profesional,Belum menikah,perempuan,S2,Retired,2,13000000,8,59000000,1,38,3,459,1,5500000,DPK,Tertagih dengan resiko rendah,14750000
4862,84582,14,13,"Aceh, 04-06-1993",30,Pegawai Swasta,Cerai mati,perempuan,S1,Retired,4,13000000,8,60500000,2,118,7,408,2,4000000,Kurang lancar,Tertagih dengan resiko tinggi,30250000
