,number_of_dependents,net_income,loan_amount,tenor,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,debtor_education_level,aging,loss_reverse
4293,2.0,14000000.0,62166667.0,8.0,23.0,2.0,326.0,1.0,12500000.0,S3,DPK,15541667.0
4294,4.0,24000000.0,58500000.0,18.0,39.0,3.0,550.0,1.0,5000000.0,S1,DPK,14625000.0
4295,4.0,24000000.0,51166667.0,21.0,28.0,2.0,300.0,1.0,4000000.0,S2,DPK,12791667.0
4296,3.0,10500000.0,53666667.0,19.0,51.0,2.0,310.0,1.0,13000000.0,D3,DPK,13416667.0
4297,4.0,13000000.0,56666667.0,13.0,86.0,4.0,336.0,1.0,5500000.0,S2,DPK,14166667.0
4298,2.0,26000000.0,138000000.0,25.0,78.0,4.0,479.0,1.0,7000000.0,S1,DPK,34500000.0
4299,4.0,10500000.0,61333333.0,12.0,21.0,2.0,360.0,0.0,9000000.0,D2,DPK,0.0
4300,3.0,15500000.0,56333333.0,21.0,29.0,1.0,533.0,1.0,11500000.0,D1,DPK,14083333.0
4301,3.0,10500000.0,56500000.0,2.0,105.0,8.0,246.0,1.0,5500000.0,D3,Kurang lancar,14125000.0
4302,0.0,10700000.0,62666667.0,4.0,0.0,0.0,385.0,0.0,7500000.0,SMA,Lancar,0.0
4303,2.0,15000000.0,73000000.0,17.0,31.0,2.0,578.0,1.0,8000000.0,S1,DPK,18250000.0
4304,4.0,10500000.0,58833333.0,15.0,28.0,1.0,200.0,1.0,8500000.0,D3,DPK,14708333.0
4305,3.0,19000000.0,59166667.0,16.0,15.0,2.0,693.0,0.0,7500000.0,S1,DPK,0.0
4306,7.0,14700000.0,57500000.0,15.0,23.0,1.0,361.0,1.0,18000000.0,SMA,DPK,14375000.0
4307,5.0,22500000.0,63666667.0,7.0,132.0,6.0,248.0,2.0,3500000.0,D1,Diragukan,31833333.0
4308,5.0,22500000.0,55833333.0,4.0,114.0,8.0,122.0,2.0,7500000.0,D2,Kurang lancar,27916667.0
4309,3.0,13000000.0,55833333.0,6.0,45.0,2.0,353.0,1.0,11500000.0,S2,DPK,13958333.0
4310,3.0,18500000.0,71000000.0,11.0,168.0,10.0,225.0,2.0,4000000.0,D1,Diragukan,35500000.0
4311,3.0,18000000.0,53833333.0,13.0,65.0,4.0,159.0,2.0,7500000.0,S1,DPK,26916667.0
4312,5.0,12700000.0,58000000.0,17.0,66.0,3.0,321.0,2.0,18000000.0,SMA,DPK,29000000.0
4313,4.0,18500000.0,62500000.0,3.0,49.0,4.0,181.0,1.0,8500000.0,D3,DPK,15625000.0
4314,4.0,5500000.0,60333333.0,18.0,47.0,2.0,303.0,1.0,6500000.0,D1,DPK,15083333.0
4315,4.0,24000000.0,55166667.0,12.0,124.0,7.0,135.0,1.0,7000000.0,S1,Diragukan,13791667.0
4316,3.0,19500000.0,57166667.0,15.0,67.0,4.0,532.0,1.0,9500000.0,D3,DPK,14291667.0
4317,4.0,18000000.0,54500000.0,6.0,180.0,9.0,163.0,3.0,5500000.0,S3,Diragukan,40875000.0
4318,4.0,21000000.0,63000000.0,9.0,178.0,9.0,177.0,2.0,9500000.0,S2,Diragukan,31500000.0
4319,5.0,13700000.0,60333333.0,3.0,148.0,9.0,418.0,2.0,8500000.0,SMA,Diragukan,30166667.0
4320,2.0,12700000.0,59166667.0,10.0,69.0,6.0,376.0,1.0,19000000.0,SMA,DPK,14791667.0
4321,4.0,22500000.0,61000000.0,7.0,128.0,9.0,154.0,1.0,8500000.0,D3,Diragukan,15250000.0
4322,3.0,24000000.0,60166667.0,22.0,28.0,1.0,334.0,1.0,7000000.0,S2,DPK,15041667.0
4323,4.0,19000000.0,64333333.0,14.0,102.0,9.0,214.0,1.0,8500000.0,S1,Kurang lancar,16083333.0
4324,2.0,6700000.0,58333333.0,3.0,42.0,4.0,263.0,1.0,7500000.0,SMA,DPK,14583333.0
4325,3.0,19000000.0,71166667.0,25.0,63.0,4.0,656.0,1.0,15500000.0,S1,DPK,17791667.0
4326,4.0,13000000.0,54333333.0,17.0,68.0,3.0,364.0,2.0,8000000.0,S1,DPK,27166667.0
4327,4.0,18000000.0,73000000.0,14.0,85.0,7.0,145.0,1.0,18000000.0,S1,DPK,18250000.0
4328,2.0,18000000.0,66666667.0,25.0,71.0,4.0,449.0,1.0,8500000.0,S3,DPK,16666667.0
4329,2.0,4700000.0,22333333.0,2.0,121.0,7.0,99.0,2.0,8500000.0,SMA,Diragukan,11166667.0
4330,3.0,22500000.0,57666667.0,20.0,4.0,1.0,685.0,0.0,3000000.0,D3,DPK,0.0
4331,4.0,13000000.0,65833333.0,11.0,36.0,3.0,325.0,1.0,6000000.0,S2,DPK,16458333.0
4332,4.0,18000000.0,59333333.0,6.0,151.0,8.0,188.0,3.0,5500000.0,S1,Diragukan,44500000.0
4333,1.0,8700000.0,54833333.0,10.0,16.0,1.0,392.0,1.0,8500000.0,SMA,DPK,13708333.0
4334,4.0,18500000.0,69833333.0,7.0,89.0,7.0,291.0,2.0,8000000.0,D2,DPK,34916667.0
4335,4.0,23000000.0,73833333.0,12.0,124.0,6.0,179.0,2.0,7000000.0,S1,Diragukan,36916667.0
4336,2.0,18000000.0,72333333.0,7.0,87.0,8.0,226.0,1.0,6500000.0,S1,DPK,18083333.0
4337,2.0,26000000.0,138000000.0,30.0,21.0,3.0,472.0,0.0,3500000.0,S1,DPK,0.0
4338,5.0,5500000.0,56000000.0,11.0,114.0,7.0,397.0,3.0,19500000.0,D1,Kurang lancar,42000000.0
4339,2.0,12700000.0,61666667.0,1.0,73.0,7.0,408.0,1.0,9000000.0,SMA,DPK,15416667.0
4340,2.0,21000000.0,46333333.0,7.0,218.0,9.0,269.0,3.0,11500000.0,S1,Macet,34750000.0
4341,1.0,5700000.0,58666667.0,7.0,15.0,1.0,370.0,1.0,7500000.0,SMA,DPK,14666667.0
4342,4.0,27000000.0,134666667.0,5.0,103.0,8.0,370.0,2.0,9000000.0,S1,Kurang lancar,67333333.0
4343,0.0,15500000.0,75000000.0,21.0,43.0,5.0,465.0,1.0,5500000.0,D1,DPK,18750000.0
4344,4.0,24500000.0,51333333.0,25.0,40.0,2.0,481.0,1.0,8000000.0,D1,DPK,12833333.0
4345,3.0,13000000.0,60166667.0,2.0,30.0,3.0,326.0,1.0,9500000.0,S3,DPK,15041667.0
4346,4.0,18000000.0,65833333.0,6.0,123.0,9.0,160.0,2.0,9000000.0,S1,Diragukan,32916667.0
4347,3.0,13000000.0,61000000.0,15.0,52.0,4.0,387.0,2.0,18000000.0,S1,DPK,30500000.0
4348,3.0,17500000.0,52333333.0,1.0,94.0,7.0,276.0,1.0,5000000.0,D1,Kurang lancar,13083333.0
4349,2.0,21000000.0,52833333.0,15.0,51.0,3.0,323.0,1.0,7000000.0,S3,DPK,13208333.0
4350,4.0,15500000.0,69500000.0,7.0,62.0,6.0,245.0,1.0,17000000.0,D3,DPK,17375000.0
4351,5.0,22500000.0,77333333.0,14.0,83.0,6.0,285.0,1.0,37000000.0,D1,DPK,19333333.0
4352,3.0,15500000.0,64000000.0,15.0,37.0,2.0,602.0,2.0,12500000.0,D2,DPK,32000000.0
4353,4.0,27000000.0,140500000.0,11.0,169.0,8.0,244.0,2.0,8000000.0,S2,Diragukan,70250000.0
4354,4.0,27000000.0,132000000.0,17.0,76.0,5.0,348.0,2.0,9500000.0,S2,DPK,66000000.0
4355,3.0,18000000.0,69333333.0,22.0,38.0,2.0,535.0,1.0,9000000.0,S1,DPK,17333333.0
4356,2.0,10700000.0,54333333.0,12.0,32.0,2.0,326.0,1.0,4000000.0,SMA,DPK,13583333.0
4357,3.0,19000000.0,59500000.0,7.0,59.0,6.0,197.0,2.0,10000000.0,S2,DPK,29750000.0
4358,4.0,10500000.0,53500000.0,9.0,17.0,1.0,255.0,1.0,3000000.0,D3,DPK,13375000.0
4359,4.0,23000000.0,62166667.0,2.0,140.0,9.0,244.0,2.0,10500000.0,S1,Diragukan,31083333.0
4360,3.0,13000000.0,60166667.0,11.0,68.0,6.0,469.0,1.0,5500000.0,S1,DPK,15041667.0
4361,4.0,19000000.0,72833333.0,10.0,125.0,7.0,123.0,2.0,7000000.0,S1,Diragukan,36416667.0
4362,2.0,21000000.0,67833333.0,6.0,117.0,8.0,217.0,1.0,6500000.0,S2,Kurang lancar,16958333.0
4363,4.0,18000000.0,69166667.0,1.0,123.0,6.0,294.0,2.0,6500000.0,S1,Diragukan,34583333.0
4364,4.0,10500000.0,60666667.0,11.0,98.0,6.0,384.0,2.0,14500000.0,D1,Kurang lancar,30333333.0
4365,3.0,13000000.0,58833333.0,10.0,33.0,2.0,331.0,1.0,9000000.0,S1,DPK,14708333.0
4366,4.0,15000000.0,53500000.0,2.0,109.0,8.0,100.0,1.0,9500000.0,S2,Kurang lancar,13375000.0
4367,2.0,26000000.0,139000000.0,29.0,39.0,4.0,481.0,1.0,9000000.0,S2,DPK,34750000.0
4368,4.0,20000000.0,54166667.0,3.0,79.0,5.0,114.0,2.0,12500000.0,S2,DPK,27083333.0
4369,4.0,10500000.0,63166667.0,10.0,85.0,5.0,310.0,1.0,5000000.0,D2,DPK,15791667.0
4370,3.0,22500000.0,57000000.0,17.0,38.0,2.0,629.0,1.0,5000000.0,D1,DPK,14250000.0
4371,3.0,10500000.0,59166667.0,11.0,21.0,1.0,389.0,1.0,8500000.0,D1,DPK,14791667.0
4372,4.0,19000000.0,74500000.0,1.0,148.0,10.0,209.0,3.0,7000000.0,S2,Diragukan,55875000.0
4373,5.0,10500000.0,58166667.0,4.0,93.0,5.0,312.0,1.0,4000000.0,D2,Kurang lancar,14541667.0
4374,0.0,10700000.0,64000000.0,14.0,97.0,4.0,254.0,3.0,16500000.0,SMA,Kurang lancar,48000000.0
4375,4.0,10500000.0,53166667.0,15.0,17.0,2.0,312.0,0.0,5500000.0,D1,DPK,0.0
4376,5.0,15500000.0,75333333.0,10.0,62.0,5.0,125.0,1.0,5500000.0,D2,DPK,18833333.0
4377,4.0,10500000.0,63000000.0,13.0,84.0,5.0,377.0,1.0,13000000.0,D3,DPK,15750000.0
4378,3.0,10500000.0,56833333.0,9.0,2.0,1.0,311.0,0.0,11500000.0,D1,DPK,0.0
4379,6.0,2600000.0,13833333.0,1.0,100.0,8.0,55.0,1.0,8500000.0,SMP,Kurang lancar,3458333.0
4380,4.0,10500000.0,59500000.0,10.0,27.0,1.0,250.0,1.0,6000000.0,D3,DPK,14875000.0
4381,4.0,16500000.0,52166667.0,6.0,113.0,8.0,224.0,1.0,5500000.0,D1,Kurang lancar,13041667.0
4382,4.0,13000000.0,62500000.0,10.0,0.0,0.0,489.0,0.0,12500000.0,S1,Lancar,0.0
4383,5.0,10500000.0,53666667.0,17.0,46.0,2.0,329.0,1.0,6500000.0,D1,DPK,13416667.0
4384,5.0,10500000.0,59833333.0,4.0,51.0,3.0,232.0,1.0,14500000.0,D1,DPK,14958333.0
4385,3.0,24000000.0,63500000.0,14.0,90.0,6.0,292.0,1.0,9000000.0,S1,DPK,15875000.0
4386,2.0,13000000.0,58333333.0,7.0,25.0,2.0,366.0,0.0,4500000.0,S1,DPK,0.0
4387,0.0,4700000.0,16833333.0,1.0,104.0,7.0,98.0,2.0,7500000.0,SMA,Kurang lancar,8416667.0
4388,4.0,17500000.0,73500000.0,7.0,115.0,7.0,298.0,4.0,6000000.0,D2,Kurang lancar,73500000.0
4389,3.0,12700000.0,52333333.0,12.0,28.0,3.0,255.0,1.0,9000000.0,SMA,DPK,13083333.0
4390,5.0,10500000.0,60833333.0,14.0,79.0,4.0,314.0,1.0,18500000.0,D1,DPK,15208333.0
4391,0.0,10500000.0,63500000.0,13.0,19.0,2.0,380.0,0.0,4000000.0,D1,DPK,0.0
4392,3.0,25500000.0,142666667.0,33.0,25.0,2.0,483.0,1.0,8000000.0,D3,DPK,35666667.0
4393,1.0,4700000.0,23500000.0,1.0,142.0,9.0,96.0,2.0,17000000.0,SMA,Diragukan,11750000.0
4394,4.0,19000000.0,49833333.0,19.0,75.0,3.0,305.0,1.0,7000000.0,S1,DPK,12458333.0
4395,2.0,12700000.0,64500000.0,10.0,93.0,8.0,210.0,1.0,11000000.0,SMA,Kurang lancar,16125000.0
4396,4.0,15500000.0,70333333.0,14.0,78.0,6.0,165.0,3.0,4000000.0,D3,DPK,52750000.0
4397,2.0,13000000.0,55166667.0,15.0,52.0,2.0,302.0,1.0,4000000.0,S2,DPK,13791667.0
4398,6.0,13700000.0,62833333.0,5.0,23.0,1.0,315.0,1.0,9500000.0,SMA,DPK,15708333.0
4399,3.0,10500000.0,55833333.0,19.0,16.0,1.0,258.0,1.0,5500000.0,D1,DPK,13958333.0
4400,2.0,21000000.0,81333333.0,17.0,40.0,3.0,420.0,1.0,4000000.0,S2,DPK,20333333.0
4401,3.0,17500000.0,53833333.0,19.0,4.0,2.0,421.0,0.0,8000000.0,D1,DPK,0.0
4402,7.0,5000000.0,56333333.0,14.0,28.0,3.0,457.0,1.0,9000000.0,SD,DPK,14083333.0
4403,4.0,10500000.0,59666667.0,1.0,106.0,7.0,204.0,2.0,9000000.0,D1,Kurang lancar,29833333.0
4404,4.0,17500000.0,54333333.0,8.0,74.0,6.0,271.0,1.0,6500000.0,D3,DPK,13583333.0
4405,4.0,13000000.0,59333333.0,5.0,52.0,5.0,346.0,1.0,6500000.0,S1,DPK,14833333.0
4406,2.0,21000000.0,63500000.0,18.0,88.0,5.0,405.0,1.0,5000000.0,S2,DPK,15875000.0
4407,6.0,14700000.0,57000000.0,12.0,58.0,6.0,393.0,1.0,8500000.0,SMA,DPK,14250000.0
4408,3.0,13000000.0,61333333.0,3.0,29.0,1.0,387.0,1.0,4500000.0,S2,DPK,15333333.0
4409,4.0,15500000.0,67166667.0,2.0,47.0,2.0,236.0,1.0,6500000.0,D3,DPK,16791667.0
4410,0.0,8700000.0,56333333.0,6.0,37.0,3.0,223.0,1.0,21000000.0,SMA,DPK,14083333.0
4411,4.0,17500000.0,73166667.0,1.0,62.0,5.0,114.0,1.0,3500000.0,D3,DPK,18291667.0
4412,3.0,18000000.0,66666667.0,23.0,27.0,2.0,618.0,1.0,8000000.0,S1,DPK,16666667.0
4413,4.0,17500000.0,61000000.0,9.0,116.0,8.0,135.0,2.0,7500000.0,D3,Kurang lancar,30500000.0
4414,4.0,21500000.0,61333333.0,7.0,108.0,7.0,228.0,1.0,8500000.0,D3,Kurang lancar,15333333.0
4415,4.0,11500000.0,60666667.0,18.0,43.0,3.0,228.0,1.0,13500000.0,D3,DPK,15166667.0
4416,3.0,24000000.0,68666667.0,13.0,95.0,7.0,228.0,2.0,28500000.0,S1,Kurang lancar,34333333.0
4417,3.0,24000000.0,76333333.0,14.0,69.0,4.0,283.0,2.0,10000000.0,S1,DPK,38166667.0
4418,2.0,26000000.0,143666667.0,26.0,27.0,1.0,509.0,1.0,6500000.0,S1,DPK,35916667.0
4419,7.0,2600000.0,13666667.0,1.0,119.0,11.0,12.0,3.0,12000000.0,SMP,Kurang lancar,10250000.0
4420,4.0,25500000.0,130500000.0,2.0,126.0,8.0,369.0,2.0,7000000.0,D2,Diragukan,65250000.0
4421,2.0,17000000.0,58000000.0,4.0,84.0,7.0,261.0,2.0,6500000.0,S2,DPK,29000000.0
4422,4.0,10500000.0,55000000.0,14.0,4.0,1.0,203.0,0.0,4500000.0,D1,DPK,0.0
4423,5.0,15500000.0,58333333.0,11.0,88.0,5.0,280.0,3.0,13000000.0,D2,DPK,43750000.0
4424,5.0,10500000.0,63333333.0,11.0,31.0,3.0,215.0,1.0,11500000.0,D3,DPK,15833333.0
4425,3.0,10500000.0,58833333.0,6.0,64.0,5.0,341.0,2.0,7500000.0,D1,DPK,29416667.0
4426,2.0,21000000.0,49833333.0,15.0,44.0,5.0,434.0,1.0,4000000.0,S1,DPK,12458333.0
4427,0.0,10500000.0,61333333.0,2.0,139.0,7.0,416.0,3.0,7500000.0,D1,Diragukan,46000000.0
4428,0.0,200000.0,20666667.0,2.0,131.0,8.0,15.0,1.0,6500000.0,SMP,Diragukan,5166667.0
4429,4.0,24000000.0,59500000.0,19.0,2.0,1.0,479.0,0.0,14000000.0,S1,DPK,0.0
4430,5.0,17500000.0,68833333.0,5.0,75.0,6.0,124.0,1.0,5500000.0,D1,DPK,17208333.0
4431,3.0,17500000.0,52333333.0,17.0,19.999999999999993,1.0,619.0,1.0,9000000.0,D2,DPK,13083333.0
4432,3.0,5500000.0,61333333.0,2.0,132.0,8.0,497.0,4.0,10000000.0,D1,Diragukan,61333333.0
4433,2.0,10700000.0,63666667.0,3.0,63.0,3.0,410.0,2.0,7500000.0,SMA,DPK,31833333.0
4434,4.0,21000000.0,68166667.0,2.0,95.0,6.0,222.0,1.0,6500000.0,S1,Kurang lancar,17041667.0
4435,4.0,13000000.0,63333333.0,10.0,90.0,7.0,487.0,1.0,17000000.0,S2,DPK,15833333.0
4436,3.0,21500000.0,65666667.0,25.0,37.0,5.0,669.0,1.0,7000000.0,D1,DPK,16416667.0
4437,4.0,13000000.0,63333333.0,1.0,152.0,11.0,431.0,3.0,9000000.0,S1,Diragukan,47500000.0
4438,2.0,26000000.0,135666667.0,8.0,141.0,8.0,253.0,3.0,8000000.0,S1,Diragukan,101750000.0
4439,3.0,18000000.0,78666667.0,25.0,0.0,0.0,494.0,0.0,5000000.0,S1,Lancar,0.0
4440,6.0,4700000.0,18166667.0,1.0,58.0,6.0,56.0,1.0,4000000.0,SMA,DPK,4541667.0
4441,3.0,10500000.0,60000000.0,15.0,31.0,2.0,362.0,1.0,13500000.0,D3,DPK,15000000.0
4442,5.0,13700000.0,58833333.0,10.0,0.0,0.0,373.0,0.0,9000000.0,SMA,Lancar,0.0
4443,3.0,10500000.0,62500000.0,7.0,82.0,5.0,302.0,1.0,11500000.0,D3,DPK,15625000.0
4444,1.0,2600000.0,24500000.0,1.0,115.0,8.0,74.0,1.0,7000000.0,SD,Kurang lancar,6125000.0
4445,4.0,13000000.0,52833333.0,7.0,129.0,8.0,425.0,2.0,6000000.0,S1,Diragukan,26416667.0
4446,4.0,15500000.0,69166667.0,2.0,87.0,5.0,198.0,2.0,4000000.0,D2,DPK,34583333.0
4447,2.0,27000000.0,139500000.0,28.0,47.0,4.0,413.0,1.0,7000000.0,S1,DPK,34875000.0
4448,3.0,18000000.0,45500000.0,16.0,28.0,2.0,481.0,1.0,9500000.0,S3,DPK,11375000.0
4449,1.0,9700000.0,63166667.0,12.0,90.0,4.0,340.0,3.0,6500000.0,SMA,DPK,47375000.0
4450,2.0,18000000.0,56500000.0,22.0,36.0,2.0,596.0,1.0,4500000.0,S1,DPK,14125000.0
4451,2.0,13000000.0,56500000.0,10.0,24.0,1.0,489.0,1.0,14500000.0,S1,DPK,14125000.0
4452,3.0,13000000.0,57000000.0,13.0,88.0,4.0,352.0,1.0,8000000.0,S1,DPK,14250000.0
4453,1.0,14700000.0,52833333.0,10.0,17.0,3.0,218.0,0.0,5500000.0,SMA,DPK,0.0
4454,4.0,20500000.0,52833333.0,6.0,66.0,6.0,277.0,1.0,15000000.0,D3,DPK,13208333.0
4455,0.0,10500000.0,59166667.0,14.0,14.0,1.0,366.0,0.0,9000000.0,D1,DPK,0.0
4456,4.0,24000000.0,61500000.0,23.0,24.0,2.0,477.0,1.0,9000000.0,S2,DPK,15375000.0
4457,2.0,21000000.0,63000000.0,23.0,45.0,3.0,445.0,2.0,7500000.0,S1,DPK,31500000.0
4458,4.0,17500000.0,79500000.0,5.0,82.0,6.0,185.0,1.0,7000000.0,D3,DPK,19875000.0
4459,4.0,18000000.0,67500000.0,8.0,110.0,8.0,116.0,3.0,11500000.0,S2,Kurang lancar,50625000.0
4460,2.0,200000.0,22666667.0,1.0,92.0,7.0,76.99999999999997,2.0,9000000.0,SD,Kurang lancar,11333333.0
4461,2.0,29000000.0,134000000.0,31.0,44.0,2.0,684.0,1.0,8000000.0,S3,DPK,33500000.0
4462,1.0,13700000.0,55000000.0,4.0,75.0,5.0,372.0,1.0,7500000.0,SMA,DPK,13750000.0
4463,3.0,19000000.0,62666667.0,14.0,93.0,6.0,194.0,3.0,21000000.0,S1,Kurang lancar,47000000.0
4464,2.0,18000000.0,51000000.0,24.0,86.0,4.0,673.0,2.0,4000000.0,S2,DPK,25500000.0
4465,3.0,17500000.0,61833333.0,5.0,152.0,8.0,292.0,5.0,4000000.0,D1,Diragukan,77291667.0
4466,3.0,10500000.0,53333333.0,11.0,36.0,2.0,230.0,1.0,7000000.0,D3,DPK,13333333.0
4467,4.0,10500000.0,59666667.0,19.0,25.0,2.0,204.0,1.0,15500000.0,D3,DPK,14916667.0
4468,3.0,13000000.0,61500000.0,19.0,33.0,2.0,438.0,1.0,9000000.0,S2,DPK,15375000.0
4469,4.0,24000000.0,53166667.0,17.0,25.0,1.0,399.0,1.0,4500000.0,S1,DPK,13291667.0
4470,4.0,18000000.0,59666667.0,12.0,49.0,4.0,123.0,1.0,13000000.0,S1,DPK,14916667.0
4471,3.0,13000000.0,57000000.0,19.0,38.0,3.0,416.0,2.0,11000000.0,S2,DPK,28500000.0
4472,2.0,13000000.0,57000000.0,3.0,70.0,5.0,425.0,2.0,4500000.0,S1,DPK,28500000.0
4473,3.0,21000000.0,71666667.0,12.0,130.0,7.0,247.0,3.0,19000000.0,S2,Diragukan,53750000.0
4474,5.0,10500000.0,59166667.0,10.0,40.0,2.0,266.0,1.0,8000000.0,D3,DPK,14791667.0
4475,3.0,13000000.0,61000000.0,8.0,130.0,7.0,495.0,2.0,4500000.0,S2,Diragukan,30500000.0
4476,2.0,21000000.0,54500000.0,25.0,62.0,3.0,515.0,2.0,4000000.0,S1,DPK,27250000.0
4477,3.0,15500000.0,53833333.0,22.0,0.0,0.0,406.0,0.0,4500000.0,D3,Lancar,0.0
4478,3.0,15500000.0,70166667.0,23.0,39.0,2.0,509.0,1.0,5000000.0,D3,DPK,17541667.0
4479,2.0,18000000.0,74666667.0,17.0,17.0,1.0,675.0,1.0,9500000.0,S1,DPK,18666667.0
4480,2.0,21000000.0,83166667.0,2.0,108.0,6.0,143.0,1.0,13000000.0,S1,Kurang lancar,20791667.0
4481,3.0,29000000.0,137333333.0,28.0,10.0,1.0,491.0,0.0,7500000.0,S2,DPK,0.0
4482,3.0,10500000.0,64000000.0,9.0,7.000000000000007,2.0,275.0,0.0,9500000.0,D2,DPK,0.0
4483,3.0,15500000.0,69000000.0,5.0,54.0,4.0,283.0,2.0,2000000.0,D3,DPK,34500000.0
4484,5.0,200000.0,20000000.0,2.0,154.0,11.0,21.0,1.0,18500000.0,SD,Diragukan,5000000.0
4485,4.0,15500000.0,65166667.0,7.0,146.0,10.0,224.0,3.0,8500000.0,D3,Diragukan,48875000.0
4486,1.0,8700000.0,53166667.0,12.0,19.999999999999993,1.0,211.0,1.0,6000000.0,SMA,DPK,13291667.0
4487,2.0,13000000.0,60166667.0,11.0,24.0,3.0,459.0,0.0,19000000.0,S1,DPK,0.0
4488,6.0,5000000.0,58666667.0,14.0,15.0,1.0,369.0,1.0,5500000.0,SMP,DPK,14666667.0
4489,2.0,2600000.0,17500000.0,1.0,142.0,8.0,3.0,3.0,8500000.0,SMP,Diragukan,13125000.0
4490,7.0,9700000.0,58000000.0,10.0,163.0,8.0,243.0,2.0,6000000.0,SMA,Diragukan,29000000.0
4491,3.0,17500000.0,73333333.0,1.0,116.0,7.0,104.0,2.0,5000000.0,D3,Kurang lancar,36666667.0
4492,3.0,10500000.0,61000000.0,13.0,27.0,2.0,206.0,1.0,8000000.0,D2,DPK,15250000.0
4493,3.0,13000000.0,64500000.0,11.0,53.0,3.0,385.0,1.0,5000000.0,S1,DPK,16125000.0
4494,3.0,18000000.0,58666667.0,11.0,152.0,9.0,272.0,2.0,5500000.0,S3,Diragukan,29333333.0
4495,2.0,13000000.0,61333333.0,4.0,93.0,7.0,310.0,2.0,7000000.0,S1,Kurang lancar,30666667.0
4496,2.0,14700000.0,59833333.0,9.0,17.0,3.0,380.0,0.0,9000000.0,SMA,DPK,0.0
4497,3.0,19000000.0,63833333.0,25.0,31.0,2.0,530.0,1.0,7000000.0,S1,DPK,15958333.0
4498,3.0,15500000.0,53500000.0,14.0,100.0,6.0,233.0,2.0,8500000.0,D1,Kurang lancar,26750000.0
4499,4.0,19500000.0,72500000.0,6.0,123.0,7.0,128.0,1.0,10500000.0,D3,Diragukan,18125000.0
4500,2.0,18000000.0,73500000.0,25.0,34.0,2.0,470.0,1.0,13000000.0,S1,DPK,18375000.0
4501,3.0,22500000.0,63000000.0,22.0,15.0,2.0,488.0,0.0,16000000.0,D1,DPK,0.0
4502,3.0,19000000.0,70000000.0,17.0,13.0,1.0,450.0,0.0,15000000.0,S2,DPK,0.0
4503,5.0,15500000.0,69000000.0,5.0,35.0,3.0,133.0,1.0,6500000.0,D2,DPK,17250000.0
4504,4.0,17500000.0,74500000.0,3.0,174.0,9.0,146.0,3.0,14500000.0,D1,Diragukan,55875000.0
4505,4.0,10500000.0,58833333.0,10.0,98.0,6.0,345.0,2.0,5000000.0,D3,Kurang lancar,29416667.0
4506,2.0,29000000.0,140000000.0,27.0,43.0,3.0,278.0,2.0,7500000.0,S1,DPK,70000000.0
4507,3.0,21000000.0,56000000.0,16.0,52.0,3.0,470.0,1.0,25000000.0,S1,DPK,14000000.0
4508,2.0,13000000.0,58833333.0,2.0,34.0,3.0,335.0,1.0,7000000.0,S2,DPK,14708333.0
4509,3.0,19000000.0,54000000.0,3.0,95.0,8.0,228.0,1.0,8500000.0,S2,Kurang lancar,13500000.0
4510,5.0,25500000.0,141000000.0,8.0,133.0,9.0,397.0,2.0,7000000.0,D1,Diragukan,70500000.0
4511,0.0,10500000.0,59833333.0,11.0,47.0,3.0,382.0,1.0,5000000.0,D3,DPK,14958333.0
4512,4.0,24000000.0,79666667.0,1.0,98.0,6.0,132.0,1.0,21000000.0,S2,Kurang lancar,19916667.0
4513,3.0,18000000.0,49000000.0,8.0,60.0,4.0,298.0,1.0,9000000.0,S2,DPK,12250000.0
4514,3.0,19000000.0,51333333.0,16.0,50.0,2.0,400.0,1.0,3000000.0,S2,DPK,12833333.0
4515,5.0,11700000.0,56500000.0,6.0,92.0,4.0,345.0,2.0,8000000.0,SMA,Kurang lancar,28250000.0
4516,3.0,25500000.0,139833333.0,12.0,170.0,8.0,226.0,2.0,4500000.0,D3,Diragukan,69916667.0
4517,5.0,25500000.0,139666667.0,12.0,113.0,9.0,350.0,2.0,5000000.0,D3,Kurang lancar,69833333.0
4518,0.0,10500000.0,60666667.0,1.0,0.0,0.0,321.0,0.0,7000000.0,D3,Lancar,0.0
4519,3.0,13000000.0,56333333.0,14.0,27.0,3.0,335.0,1.0,8500000.0,S1,DPK,14083333.0
4520,7.0,8700000.0,54333333.0,17.0,51.0,2.0,399.0,1.0,15500000.0,SMA,DPK,13583333.0
4521,1.0,10700000.0,58166667.0,10.0,85.0,5.0,215.0,2.0,8000000.0,SMA,DPK,29083333.0
4522,4.0,17500000.0,65666667.0,13.0,80.0,6.0,280.0,1.0,11500000.0,D3,DPK,16416667.0
4523,4.0,15500000.0,69666667.0,6.0,78.0,6.0,281.0,1.0,16500000.0,D2,DPK,17416667.0
4524,6.0,8700000.0,57833333.0,12.0,51.0,3.0,474.0,1.0,16000000.0,SMA,DPK,14458333.0
4525,5.0,17500000.0,52500000.0,6.0,58.0,6.0,132.0,1.0,17500000.0,D2,DPK,13125000.0
4526,3.0,25500000.0,135000000.0,32.0,53.0,4.0,501.0,1.0,5500000.0,D1,DPK,33750000.0
4527,6.0,14700000.0,58166667.0,12.0,55.0,3.0,214.0,1.0,8500000.0,SMA,DPK,14541667.0
4528,3.0,18000000.0,59166667.0,9.0,112.0,6.0,118.0,2.0,6000000.0,S1,Kurang lancar,29583333.0
