,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse
3796,13000000.0,61166667.0,45.0,2.0,327.0,1.0,15291667.0
3797,10500000.0,68666667.0,95.0,5.0,249.0,1.0,17166667.0
3798,26500000.0,136833333.0,77.0,4.0,615.0,1.0,34208333.0
3799,6700000.0,59166667.0,67.0,3.0,219.0,1.0,14791667.0
3800,22500000.0,55166667.0,88.0,6.0,267.0,1.0,13791667.0
3801,13700000.0,64000000.0,89.0,6.0,396.0,1.0,16000000.0
3802,6700000.0,56500000.0,0.0,0.0,257.0,0.0,0.0
3803,10500000.0,56333333.0,19.0,2.0,289.0,0.0,0.0
3804,10500000.0,54666667.0,32.0,3.0,321.0,1.0,13666667.0
3805,19000000.0,67333333.0,158.0,9.0,156.0,3.0,50500000.0
3806,10500000.0,61833333.0,41.0,2.0,368.0,1.0,15458333.0
3807,15500000.0,54333333.0,28.0,2.0,603.0,1.0,13583333.0
3808,12700000.0,68833333.0,88.0,4.0,277.0,2.0,34416667.0
3809,26000000.0,140500000.0,59.0,5.0,370.0,2.0,70250000.0
3810,14700000.0,62833333.0,39.0,3.0,382.0,1.0,15708333.0
3811,18500000.0,55500000.0,107.0,7.0,130.0,2.0,27750000.0
3812,19000000.0,62000000.0,156.0,8.0,139.0,3.0,46500000.0
3813,15500000.0,60166667.0,91.0,6.0,137.0,1.0,15041667.0
3814,25500000.0,136666667.0,69.0,4.0,380.0,2.0,68333333.0
3815,25500000.0,141666667.0,122.0,8.0,235.0,1.0,35416667.0
3816,18000000.0,59833333.0,94.0,5.0,250.0,2.0,29916667.0
3817,26500000.0,139000000.0,35.0,4.0,458.0,1.0,34750000.0
3818,13000000.0,58333333.0,0.0,0.0,442.0,0.0,0.0
3819,8700000.0,57333333.0,76.0,7.0,280.0,1.0,14333333.0
3820,21500000.0,47333333.0,28.0,3.0,420.0,1.0,11833333.0
3821,10700000.0,66333333.0,27.0,3.0,233.0,1.0,16583333.0
3822,10500000.0,60000000.0,76.0,5.0,351.0,2.0,30000000.0
3823,10500000.0,58000000.0,31.0,4.0,470.0,1.0,14500000.0
3824,18500000.0,61833333.0,19.999999999999993,2.0,502.0,1.0,15458333.0
3825,18000000.0,76000000.0,29.0,3.0,648.0,1.0,19000000.0
3826,18000000.0,67000000.0,197.0,9.0,202.0,3.0,50250000.0
3827,18000000.0,57666667.0,100.0,8.0,163.0,1.0,14416667.0
3828,26000000.0,140000000.0,57.0,3.0,624.0,2.0,70000000.0
3829,10500000.0,61333333.0,76.0,3.0,313.0,1.0,15333333.0
3830,13000000.0,59666667.0,37.0,4.0,379.0,1.0,14916667.0
3831,18000000.0,68000000.0,41.0,3.0,658.0,1.0,17000000.0
3832,18500000.0,60333333.0,94.0,6.0,270.0,2.0,30166667.0
3833,18000000.0,66833333.0,62.0,5.0,212.0,1.0,16708333.0
3834,13000000.0,61833333.0,50.0,5.0,420.0,1.0,15458333.0
3835,8700000.0,60666667.0,53.0,3.0,306.0,1.0,15166667.0
3836,22500000.0,44500000.0,18.0,2.0,446.0,0.0,0.0
3837,14700000.0,61166667.0,49.0,2.0,322.0,1.0,15291667.0
3838,10500000.0,56333333.0,24.0,1.0,360.0,1.0,14083333.0
3839,21000000.0,46666667.0,68.0,4.0,543.0,2.0,23333333.0
3840,13000000.0,53000000.0,0.0,0.0,482.0,0.0,0.0
3841,18000000.0,60500000.0,130.0,8.0,203.0,1.0,15125000.0
3842,24000000.0,82000000.0,96.0,7.0,239.0,1.0,20500000.0
3843,19000000.0,54333333.0,129.0,6.0,168.0,3.0,40750000.0
3844,6700000.0,51666667.0,24.0,2.0,485.0,1.0,12916667.0
3845,13000000.0,60833333.0,49.0,2.0,414.0,1.0,15208333.0
3846,10500000.0,58166667.0,29.0,3.0,345.0,1.0,14541667.0
3847,24000000.0,61500000.0,23.0,2.0,300.0,0.0,0.0
3848,13000000.0,60333333.0,54.0,3.0,456.0,2.0,30166667.0
3849,26000000.0,137333333.0,53.0,3.0,669.0,1.0,34333333.0
3850,10500000.0,57833333.0,43.0,3.0,283.0,1.0,14458333.0
3851,18500000.0,57000000.0,142.0,9.0,271.0,3.0,42750000.0
3852,13000000.0,57166667.0,57.0,3.0,420.0,2.0,28583333.0
3853,13000000.0,61833333.0,10.0,1.0,481.0,0.0,0.0
3854,15500000.0,62666667.0,80.0,5.0,568.0,1.0,15666667.0
3855,15500000.0,58500000.0,68.0,5.0,261.0,1.0,14625000.0
3856,19000000.0,53166667.0,68.0,4.0,566.0,1.0,13291667.0
3857,13000000.0,59833333.0,72.0,6.0,460.0,1.0,14958333.0
3858,17500000.0,47500000.0,65.0,4.0,456.0,1.0,11875000.0
3859,27000000.0,141500000.0,26.0,3.0,205.0,1.0,35375000.0
3860,13000000.0,56166667.0,96.0,4.0,469.0,1.0,14041667.0
3861,13000000.0,58000000.0,32.0,5.0,336.0,0.0,0.0
3862,8500000.0,62500000.0,95.0,4.0,269.0,2.0,31250000.0
3863,13700000.0,55166667.0,25.0,2.0,270.0,1.0,13791667.0
3864,13000000.0,61000000.0,80.0,5.0,436.0,2.0,30500000.0
3865,22500000.0,74166667.0,54.0,5.0,159.0,1.0,18541667.0
3866,18000000.0,64166667.0,27.0,2.0,538.0,1.0,16041667.0
3867,13000000.0,51333333.0,180.0,9.0,459.0,5.0,64166667.0
3868,10500000.0,55166667.0,58.0,3.0,437.0,1.0,13791667.0
3869,27000000.0,139000000.0,78.0,5.0,346.0,2.0,69500000.0
3870,10500000.0,56833333.0,71.0,4.0,287.0,1.0,14208333.0
3871,18000000.0,58166667.0,41.0,2.0,166.0,1.0,14541667.0
3872,13000000.0,56333333.0,177.0,10.0,430.0,3.0,42250000.0
3873,11700000.0,60500000.0,58.0,4.0,248.0,1.0,15125000.0
3874,19000000.0,56333333.0,106.0,8.0,100.0,2.0,28166667.0
3875,19000000.0,52166667.0,42.0,3.0,443.0,1.0,13041667.0
3876,10500000.0,60500000.0,39.0,2.0,284.0,1.0,15125000.0
3877,21500000.0,64000000.0,54.0,3.0,654.0,1.0,16000000.0
3878,15500000.0,57500000.0,143.0,10.0,161.0,2.0,28750000.0
3879,19000000.0,60000000.0,58.0,3.0,581.0,1.0,15000000.0
3880,21000000.0,49000000.0,65.0,5.0,324.0,1.0,12250000.0
3881,24000000.0,51000000.0,115.0,7.0,319.0,2.0,25500000.0
3882,19000000.0,64166667.0,18.0,1.0,449.0,1.0,16041667.0
3883,17500000.0,66500000.0,98.0,5.0,132.0,1.0,16625000.0
3884,4700000.0,15166667.0,97.0,8.0,88.0,1.0,3791667.0
3885,10500000.0,59000000.0,60.0,3.0,326.0,1.0,14750000.0
3886,17500000.0,59500000.0,122.0,10.0,291.0,2.0,29750000.0
3887,18500000.0,69666667.0,33.0,5.0,213.0,0.0,0.0
3888,19000000.0,78166667.0,30.0,3.0,636.0,1.0,19541667.0
3889,13700000.0,57333333.0,47.0,3.0,241.0,1.0,14333333.0
3890,10500000.0,55166667.0,55.0,4.0,289.0,1.0,13791667.0
3891,9700000.0,60000000.0,6.0,1.0,360.0,0.0,0.0
3892,4700000.0,15500000.0,96.0,5.0,91.0,1.0,3875000.0
3893,5700000.0,60166667.0,34.0,2.0,307.0,1.0,15041667.0
3894,22500000.0,69166667.0,169.0,9.0,288.0,2.0,34583333.0
3895,18000000.0,74333333.0,155.0,8.0,127.0,3.0,55750000.0
3896,25500000.0,145833333.0,47.0,2.0,455.0,2.0,72916667.0
3897,2600000.0,19500000.0,110.0,5.0,13.0,3.0,14625000.0
3898,25000000.0,139000000.0,142.0,9.0,226.0,3.0,104250000.0
3899,10500000.0,57166667.0,82.0,4.0,382.0,1.0,14291667.0
3900,10500000.0,60500000.0,9.0,1.0,318.0,0.0,0.0
3901,21000000.0,63666667.0,81.0,8.0,211.0,1.0,15916667.0
3902,200000.0,22333333.0,101.0,7.0,96.0,2.0,11166667.0
3903,21000000.0,58500000.0,134.0,9.0,162.0,2.0,29250000.0
3904,18500000.0,67333333.0,29.0,4.0,470.0,0.0,0.0
3905,15500000.0,63000000.0,118.0,7.0,285.0,2.0,31500000.0
3906,15500000.0,71833333.0,97.0,6.0,299.0,1.0,17958333.0
3907,19000000.0,69000000.0,16.0,1.0,534.0,1.0,17250000.0
3908,15500000.0,67833333.0,61.0,4.0,155.0,2.0,33916667.0
3909,5700000.0,62500000.0,166.0,9.0,238.0,3.0,46875000.0
3910,21000000.0,53666667.0,119.0,9.0,192.0,2.0,26833333.0
3911,21000000.0,55000000.0,10.0,1.0,638.0,0.0,0.0
3912,13000000.0,51333333.0,67.0,5.0,372.0,1.0,12833333.0
3913,21500000.0,73166667.0,8.0,1.0,462.0,0.0,0.0
3914,10500000.0,61500000.0,0.0,0.0,315.0,0.0,0.0
3915,18000000.0,52166667.0,140.0,8.0,156.0,3.0,39125000.0
3916,19000000.0,57500000.0,12.0,2.0,669.0,0.0,0.0
3917,29000000.0,138333333.0,8.0,1.0,652.0,0.0,0.0
3918,22500000.0,58500000.0,95.0,6.0,294.0,1.0,14625000.0
3919,14700000.0,57666667.0,60.0,3.0,335.0,1.0,14416667.0
3920,10500000.0,62833333.0,24.0,1.0,255.0,1.0,15708333.0
3921,17500000.0,81666667.0,98.0,6.0,174.0,2.0,40833333.0
3922,10500000.0,61000000.0,46.0,2.0,414.0,1.0,15250000.0
3923,21000000.0,42500000.0,95.0,5.0,211.0,1.0,10625000.0
3924,17500000.0,43333333.0,140.0,9.0,289.0,1.0,10833333.0
3925,15500000.0,74500000.0,33.0,2.0,693.0,1.0,18625000.0
3926,11700000.0,61333333.0,57.0,3.0,485.0,2.0,30666667.0
3927,10500000.0,55500000.0,94.0,5.0,252.0,2.0,27750000.0
3928,11700000.0,59666667.0,30.0,1.0,237.0,1.0,14916667.0
3929,17500000.0,70666667.0,156.0,10.0,151.0,2.0,35333333.0
3930,19000000.0,61666667.0,63.0,3.0,671.0,1.0,15416667.0
3931,8700000.0,59166667.0,37.0,2.0,444.0,1.0,14791667.0
3932,22500000.0,61666667.0,120.0,11.0,212.0,1.0,15416667.0
3933,25500000.0,141500000.0,103.0,7.0,196.0,1.0,35375000.0
3934,17500000.0,68500000.0,59.0,4.0,179.0,1.0,17125000.0
3935,11500000.0,62500000.0,91.0,4.0,389.0,1.0,15625000.0
3936,10700000.0,56000000.0,89.0,7.0,377.0,3.0,42000000.0
3937,22500000.0,51000000.0,0.0,0.0,542.0,0.0,0.0
3938,4700000.0,18666667.0,146.0,8.0,71.0,3.0,14000000.0
3939,13000000.0,59833333.0,66.0,3.0,367.0,1.0,14958333.0
3940,15500000.0,53500000.0,60.0,4.0,204.0,1.0,13375000.0
3941,26000000.0,137166667.0,95.0,8.0,360.0,1.0,34291667.0
3942,16000000.0,62833333.0,16.0,1.0,680.0,1.0,15708333.0
3943,15500000.0,49000000.0,5.0,1.0,698.0,0.0,0.0
3944,10500000.0,61500000.0,61.0,3.0,370.0,1.0,15375000.0
3945,13000000.0,56500000.0,61.0,4.0,372.0,3.0,42375000.0
3946,22500000.0,47833333.0,0.0,0.0,543.0,0.0,0.0
3947,10500000.0,58666667.0,48.0,4.0,337.0,1.0,14666667.0
3948,17500000.0,67500000.0,147.0,10.0,285.0,2.0,33750000.0
3949,18000000.0,54000000.0,33.0,2.0,130.0,1.0,13500000.0
3950,19000000.0,53500000.0,55.0,2.0,614.0,1.0,13375000.0
3951,21500000.0,55166667.0,50.0,5.0,197.0,1.0,13791667.0
3952,10500000.0,58333333.0,17.0,1.0,280.0,1.0,14583333.0
3953,200000.0,20000000.0,125.0,8.0,49.0,2.0,10000000.0
3954,22500000.0,66000000.0,154.0,9.0,136.0,3.0,49500000.0
3955,17500000.0,43333333.0,82.0,8.0,226.0,1.0,10833333.0
3956,17500000.0,57500000.0,160.0,7.0,272.0,2.0,28750000.0
3957,28000000.0,139166667.0,28.0,2.0,402.0,1.0,34791667.0
3958,18000000.0,63333333.0,144.0,7.0,186.0,4.0,63333333.0
3959,18000000.0,63166667.0,112.0,6.0,254.0,1.0,15791667.0
3960,18500000.0,65833333.0,18.0,3.0,593.0,0.0,0.0
3961,15500000.0,72500000.0,163.0,9.0,298.0,2.0,36250000.0
3962,18000000.0,53000000.0,0.0,0.0,505.0,0.0,0.0
3963,22500000.0,65166667.0,127.0,8.0,218.0,2.0,32583333.0
3964,16500000.0,85166667.0,10.999999999999993,1.0,647.0,0.0,0.0
3965,10500000.0,59166667.0,135.0,10.0,288.0,2.0,29583333.0
3966,21000000.0,47333333.0,14.0,2.0,324.0,0.0,0.0
3967,10500000.0,59500000.0,32.0,3.0,441.0,0.0,0.0
3968,12700000.0,59333333.0,14.0,1.0,202.0,0.0,0.0
3969,19000000.0,73000000.0,83.0,4.0,287.0,1.0,18250000.0
3970,22500000.0,69833333.0,53.0,5.0,210.0,1.0,17458333.0
3971,17500000.0,57666667.0,38.0,3.0,617.0,1.0,14416667.0
3972,13000000.0,55666667.0,73.0,3.0,342.0,1.0,13916667.0
3973,15500000.0,66833333.0,155.0,8.0,183.0,2.0,33416667.0
3974,5700000.0,59833333.0,52.0,4.0,360.0,1.0,14958333.0
3975,17500000.0,71166667.0,40.0,3.0,270.0,1.0,17791667.0
3976,18500000.0,72666667.0,107.0,7.0,173.0,1.0,18166667.0
3977,22500000.0,61666667.0,34.0,3.0,320.0,1.0,15416667.0
3978,18000000.0,63833333.0,26.0,1.0,532.0,1.0,15958333.0
3979,24000000.0,72166667.0,71.0,7.0,114.0,1.0,18041667.0
3980,17500000.0,59166667.0,110.0,7.0,280.0,2.0,29583333.0
3981,31000000.0,139666667.0,29.0,2.0,686.0,1.0,34916667.0
3982,14000000.0,59833333.0,80.0,7.0,481.0,1.0,14958333.0
3983,15000000.0,78000000.0,56.0,4.0,553.0,1.0,19500000.0
3984,13000000.0,59833333.0,37.0,4.0,410.0,1.0,14958333.0
3985,8700000.0,62833333.0,56.0,2.0,339.0,1.0,15708333.0
3986,19000000.0,65333333.0,68.0,7.0,256.0,1.0,16333333.0
3987,15500000.0,55000000.0,8.0,1.0,590.0,0.0,0.0
3988,18500000.0,59333333.0,0.0,0.0,583.0,0.0,0.0
3989,15500000.0,60000000.0,22.0,1.0,623.0,1.0,15000000.0
3990,9700000.0,54666667.0,0.0,0.0,219.0,0.0,0.0
3991,13000000.0,57000000.0,0.0,0.0,471.0,0.0,0.0
3992,15500000.0,58333333.0,65.0,5.0,215.0,1.0,14583333.0
3993,15500000.0,64500000.0,82.0,6.0,246.0,1.0,16125000.0
3994,5700000.0,59833333.0,19.999999999999993,1.0,237.0,1.0,14958333.0
3995,4700000.0,19166667.0,81.0,6.0,78.0,1.0,4791667.0
3996,10500000.0,56666667.0,69.0,6.0,251.0,1.0,14166667.0
3997,20000000.0,60000000.0,53.0,3.0,497.0,2.0,30000000.0
3998,18000000.0,48166667.0,100.0,10.0,169.0,1.0,12041667.0
3999,19000000.0,49666667.0,0.0,0.0,541.0,0.0,0.0
4000,15500000.0,73000000.0,133.0,8.0,126.0,2.0,36500000.0
4001,17500000.0,57666667.0,136.0,6.0,245.0,3.0,43250000.0
4002,25500000.0,141666667.0,21.0,1.0,198.0,1.0,35416667.0
4003,15500000.0,82333333.0,112.0,7.0,161.0,2.0,41166667.0
4004,17500000.0,61833333.0,60.0,3.0,590.0,1.0,15458333.0
4005,26500000.0,139166667.0,63.0,4.0,411.0,2.0,69583333.0
4006,5700000.0,58500000.0,0.0,0.0,429.0,0.0,0.0
4007,13000000.0,58666667.0,10.999999999999993,1.0,394.0,0.0,0.0
4008,8700000.0,58833333.0,18.0,1.0,398.0,1.0,14708333.0
4009,10500000.0,56833333.0,34.0,2.0,282.0,1.0,14208333.0
4010,19000000.0,58000000.0,223.0,10.0,108.0,3.0,43500000.0
4011,18000000.0,57833333.0,0.0,0.0,565.0,0.0,0.0
4012,24000000.0,75000000.0,120.0,10.0,201.0,1.0,18750000.0
4013,17500000.0,52333333.0,32.0,2.0,431.0,1.0,13083333.0
4014,13000000.0,59833333.0,0.0,0.0,317.0,0.0,0.0
4015,13000000.0,62500000.0,75.0,6.0,320.0,1.0,15625000.0
4016,26000000.0,136166667.0,52.0,5.0,544.0,1.0,34041667.0
4017,5500000.0,57666667.0,10.999999999999993,1.0,497.0,0.0,0.0
4018,13000000.0,61333333.0,0.0,0.0,497.0,0.0,0.0
4019,13000000.0,55000000.0,6.0,2.0,440.0,0.0,0.0
4020,13000000.0,54666667.0,82.0,4.0,342.0,1.0,13666667.0
4021,24000000.0,58166667.0,55.0,3.0,590.0,1.0,14541667.0
4022,12700000.0,59333333.0,65.0,3.0,399.0,1.0,14833333.0
4023,13500000.0,60166667.0,0.0,0.0,371.0,0.0,0.0
4024,15000000.0,60000000.0,72.0,6.0,166.0,1.0,15000000.0
4025,17500000.0,66000000.0,26.0,2.0,408.0,1.0,16500000.0
4026,16500000.0,68666667.0,102.0,7.0,293.0,1.0,17166667.0
4027,22500000.0,76833333.0,165.0,9.0,244.0,2.0,38416667.0
4028,18500000.0,48500000.0,103.0,5.0,128.0,2.0,24250000.0
4029,13000000.0,56000000.0,88.0,4.0,429.0,2.0,28000000.0
4030,18000000.0,65666667.0,90.0,6.0,160.0,2.0,32833333.0
4031,10500000.0,57500000.0,43.0,3.0,273.0,1.0,14375000.0
4032,18500000.0,57000000.0,40.0,2.0,546.0,1.0,14250000.0
4033,15500000.0,68833333.0,153.0,10.0,129.0,3.0,51625000.0
4034,24000000.0,63500000.0,15.0,2.0,619.0,0.0,0.0
4035,24000000.0,71666667.0,79.0,6.0,256.0,2.0,35833333.0
4036,13500000.0,57833333.0,36.0,2.0,231.0,1.0,14458333.0
4037,19000000.0,66000000.0,70.0,7.0,110.0,1.0,16500000.0
4038,19000000.0,56333333.0,150.0,8.0,196.0,3.0,42250000.0
4039,5700000.0,55666667.0,66.0,3.0,311.0,2.0,27833333.0
4040,19000000.0,55166667.0,83.0,7.0,169.0,2.0,27583333.0
4041,10500000.0,57666667.0,68.0,3.0,366.0,2.0,28833333.0
4042,10500000.0,56833333.0,10.999999999999993,1.0,251.0,0.0,0.0
4043,17500000.0,58833333.0,16.0,1.0,500.0,1.0,14708333.0
4044,27000000.0,143333333.0,111.0,7.0,451.0,1.0,35833333.0
4045,18500000.0,67666667.0,114.0,6.0,140.0,1.0,16916667.0
4046,8500000.0,62500000.0,38.0,2.0,301.0,1.0,15625000.0
4047,17500000.0,63500000.0,75.0,8.0,275.0,1.0,15875000.0
4048,9700000.0,56500000.0,37.0,2.0,386.0,1.0,14125000.0
4049,17500000.0,55000000.0,88.0,6.0,191.0,4.0,55000000.0
4050,17500000.0,81666667.0,78.0,6.0,172.0,1.0,20416667.0
4051,24000000.0,59000000.0,51.0,2.0,555.0,1.0,14750000.0
4052,200000.0,16000000.0,113.0,7.0,30.0,1.0,4000000.0
4053,21000000.0,72000000.0,47.0,3.0,473.0,1.0,18000000.0
4054,25500000.0,136500000.0,151.0,9.0,342.0,4.0,136500000.0
4055,10500000.0,59333333.0,0.0,0.0,342.0,0.0,0.0
4056,27000000.0,138000000.0,70.0,6.0,306.0,1.0,34500000.0
4057,18000000.0,53666667.0,32.0,3.0,122.0,0.0,0.0
4058,15000000.0,55000000.0,109.0,6.0,195.0,2.0,27500000.0
4059,13000000.0,60833333.0,30.0,3.0,496.0,1.0,15208333.0
4060,10500000.0,61333333.0,46.0,2.0,215.0,2.0,30666667.0
4061,14700000.0,58333333.0,76.0,4.0,219.0,2.0,29166667.0
4062,25500000.0,134333333.0,122.0,9.0,275.0,3.0,100750000.0
4063,200000.0,18333333.0,83.0,5.0,49.0,1.0,4583333.0
4064,21500000.0,74833333.0,89.0,5.0,599.0,2.0,37416667.0
4065,10500000.0,59833333.0,100.0,4.0,388.0,2.0,29916667.0
4066,7700000.0,57166667.0,6.0,1.0,325.0,0.0,0.0
4067,5700000.0,61166667.0,143.0,9.0,380.0,4.0,61166667.0
4068,15500000.0,63166667.0,32.0,3.0,534.0,1.0,15791667.0
4069,13700000.0,60500000.0,4.0,2.0,365.0,0.0,0.0
4070,9700000.0,57666667.0,35.0,2.0,285.0,1.0,14416667.0
4071,27000000.0,144000000.0,77.0,5.0,325.0,1.0,36000000.0
4072,18000000.0,67333333.0,72.0,3.0,474.0,2.0,33666667.0
4073,10500000.0,61000000.0,58.0,4.0,305.0,1.0,15250000.0
4074,15500000.0,54500000.0,100.0,7.0,262.0,3.0,40875000.0
4075,5500000.0,62333333.0,189.0,9.0,451.0,4.0,62333333.0
4076,10500000.0,63500000.0,27.0,1.0,252.0,1.0,15875000.0
4077,16500000.0,57000000.0,33.0,3.0,514.0,1.0,14250000.0
4078,17500000.0,64000000.0,74.0,5.0,240.0,2.0,32000000.0
4079,21000000.0,58500000.0,118.0,7.0,288.0,1.0,14625000.0
4080,13000000.0,57500000.0,55.0,3.0,341.0,1.0,14375000.0
4081,10700000.0,60166667.0,3.0,1.0,320.0,0.0,0.0
4082,15500000.0,52500000.0,109.0,6.0,166.0,2.0,26250000.0
4083,17500000.0,56333333.0,8.0,1.0,509.0,0.0,0.0
4084,13000000.0,54000000.0,59.0,3.0,350.0,1.0,13500000.0
4085,13000000.0,58000000.0,78.0,6.0,385.0,2.0,29000000.0
4086,25500000.0,137833333.0,174.0,11.0,222.0,2.0,68916667.0
4087,10500000.0,55500000.0,114.0,7.0,302.0,2.0,27750000.0
4088,20500000.0,55000000.0,77.0,4.0,674.0,2.0,27500000.0
4089,8700000.0,66333333.0,62.0,4.0,367.0,1.0,16583333.0
4090,14700000.0,58833333.0,56.0,3.0,317.0,1.0,14708333.0
4091,19000000.0,69333333.0,125.0,8.0,233.0,1.0,17333333.0
4092,18000000.0,48666667.0,126.0,8.0,285.0,2.0,24333333.0
4093,19500000.0,69000000.0,37.0,2.0,432.0,1.0,17250000.0
4094,18000000.0,54500000.0,45.0,3.0,154.0,1.0,13625000.0
4095,21500000.0,47833333.0,14.0,1.0,559.0,0.0,0.0
4096,5500000.0,63833333.0,12.0,1.0,401.0,0.0,0.0
4097,10500000.0,63500000.0,97.0,5.0,282.0,3.0,47625000.0
4098,26000000.0,143166667.0,92.0,7.0,331.0,1.0,35791667.0
4099,18000000.0,51833333.0,132.0,9.0,135.0,3.0,38875000.0
4100,13000000.0,56666667.0,34.0,2.0,497.0,1.0,14166667.0
4101,17500000.0,63333333.0,155.0,10.0,244.0,2.0,31666667.0
4102,13000000.0,55166667.0,71.0,3.0,374.0,2.0,27583333.0
4103,8700000.0,60000000.0,0.0,0.0,217.0,0.0,0.0
4104,200000.0,20166667.0,115.0,6.0,59.0,3.0,15125000.0
4105,15500000.0,70333333.0,78.0,4.0,283.0,2.0,35166667.0
4106,13000000.0,54666667.0,34.0,2.0,382.0,1.0,13666667.0
4107,18000000.0,56833333.0,98.0,7.0,289.0,1.0,14208333.0
4108,17500000.0,59666667.0,80.0,6.0,294.0,2.0,29833333.0
4109,22500000.0,61000000.0,56.0,2.0,404.0,1.0,15250000.0
4110,19500000.0,59833333.0,158.0,10.0,228.0,1.0,14958333.0
4111,6700000.0,54666667.0,64.0,4.0,327.0,2.0,27333333.0
4112,7700000.0,53333333.0,12.0,1.0,270.0,0.0,0.0
4113,10500000.0,61833333.0,6.0,2.0,245.0,0.0,0.0
4114,18500000.0,61166667.0,144.0,7.0,224.0,3.0,45875000.0
4115,24000000.0,56333333.0,15.0,2.0,570.0,0.0,0.0
4116,5500000.0,54500000.0,95.0,7.0,488.0,1.0,13625000.0
4117,13000000.0,69500000.0,91.0,5.0,434.0,1.0,17375000.0
4118,8700000.0,64500000.0,55.0,4.0,343.0,1.0,16125000.0
4119,13000000.0,60500000.0,32.0,3.0,422.0,1.0,15125000.0
4120,10500000.0,61333333.0,15.0,2.0,411.0,0.0,0.0
4121,27000000.0,140500000.0,12.0,2.0,393.0,0.0,0.0
4122,13000000.0,57666667.0,21.0,2.0,339.0,1.0,14416667.0
4123,200000.0,22500000.0,92.0,6.0,47.0,1.0,5625000.0
4124,21000000.0,62000000.0,168.0,10.0,123.0,3.0,46500000.0
4125,10500000.0,59000000.0,170.0,9.0,301.0,2.0,29500000.0
4126,31000000.0,143000000.0,68.0,4.0,539.0,1.0,35750000.0
4127,17500000.0,61166667.0,169.0,10.0,113.0,4.0,61166667.0
4128,10500000.0,59833333.0,16.0,1.0,336.0,1.0,14958333.0
4129,27000000.0,138333333.0,39.0,3.0,204.0,1.0,34583333.0
4130,25500000.0,144333333.0,19.0,2.0,351.0,0.0,0.0
4131,10500000.0,61833333.0,121.0,8.0,353.0,2.0,30916667.0
4132,4700000.0,16833333.0,159.0,10.0,9.0,4.0,16833333.0
4133,21000000.0,75500000.0,181.0,9.0,245.0,3.0,56625000.0
4134,13000000.0,59500000.0,63.0,3.0,444.0,1.0,14875000.0
4135,200000.0,18166667.0,92.0,5.0,15.0,1.0,4541667.0
4136,18000000.0,69000000.0,121.0,7.0,157.0,2.0,34500000.0
4137,13000000.0,59166667.0,19.999999999999993,1.0,430.0,1.0,14791667.0
4138,19000000.0,58166667.0,7.000000000000007,2.0,560.0,0.0,0.0
4139,29000000.0,142333333.0,125.0,8.0,244.0,2.0,71166667.0
4140,200000.0,28333333.0,162.0,9.0,95.0,2.0,14166667.0
4141,13500000.0,59166667.0,30.0,1.0,489.0,1.0,14791667.0
4142,15500000.0,67333333.0,47.0,3.0,223.0,1.0,16833333.0
4143,8700000.0,63000000.0,44.0,3.0,352.0,1.0,15750000.0
4144,200000.0,21000000.0,99.0,7.0,51.0,2.0,10500000.0
4145,20000000.0,50833333.0,80.0,5.0,273.0,2.0,25416667.0
4146,19000000.0,44000000.0,24.0,2.0,582.0,0.0,0.0
4147,7700000.0,61666667.0,71.0,4.0,337.0,2.0,30833333.0
4148,10500000.0,62166667.0,39.0,4.0,311.0,1.0,15541667.0
4149,14500000.0,55000000.0,41.0,3.0,254.0,1.0,13750000.0
4150,10500000.0,57666667.0,56.0,3.0,252.0,1.0,14416667.0
4151,22500000.0,68166667.0,80.0,7.0,203.0,1.0,17041667.0
4152,17500000.0,52166667.0,69.0,4.0,306.0,1.0,13041667.0
4153,13000000.0,62166667.0,46.0,3.0,449.0,1.0,15541667.0
4154,2600000.0,16666666.999999993,182.0,9.0,64.0,4.0,16666667.0
4155,10500000.0,56166667.0,50.0,3.0,350.0,1.0,14041667.0
4156,15500000.0,67166667.0,112.0,6.0,286.0,2.0,33583333.0
4157,15500000.0,62166667.0,10.0,1.0,640.0,0.0,0.0
4158,29000000.0,139166667.0,32.0,2.0,309.0,1.0,34791667.0
4159,13000000.0,61500000.0,65.0,3.0,402.0,1.0,15375000.0
4160,22000000.0,66833333.0,36.0,2.0,502.0,1.0,16708333.0
4161,18500000.0,64166667.0,151.0,9.0,125.0,4.0,64166667.0
4162,18000000.0,67000000.0,156.0,10.0,294.0,1.0,16750000.0
4163,23000000.0,49833333.0,32.0,2.0,409.0,1.0,12458333.0
4164,19000000.0,60833333.0,53.0,5.0,158.0,1.0,15208333.0
4165,22500000.0,58333333.0,72.0,5.0,560.0,2.0,29166667.0
4166,9700000.0,57833333.0,125.0,9.0,423.0,2.0,28916667.0
4167,15500000.0,49833333.0,119.0,6.0,103.0,2.0,24916667.0
4168,10500000.0,56833333.0,34.0,3.0,396.0,1.0,14208333.0
4169,10500000.0,54500000.0,0.0,0.0,298.0,0.0,0.0
4170,13000000.0,54666667.0,78.0,4.0,459.0,2.0,27333333.0
4171,15500000.0,53500000.0,184.0,10.0,167.0,3.0,40125000.0
4172,17500000.0,53500000.0,141.0,8.0,286.0,2.0,26750000.0
4173,11700000.0,60833333.0,0.0,0.0,315.0,0.0,0.0
4174,13000000.0,61000000.0,19.0,2.0,461.0,1.0,15250000.0
