,debtor_gender,age,debtor_education_level,debtor_martial_status,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,aging
4414,Pria,50,D3,Sudah menikah,Retired,4,21500000.0,2023-08-27,15333333.333333334,29500000,29450000,108,7,Tidak tertagih,228,1,8500000,15333333.333333334,Kurang lancar
4415,Wanita,72,D3,Sudah menikah,Retired,4,11500000.0,2023-05-24,15166666.666666666,13000000,8900000,43,3,Tertagih,228,1,13500000,15166666.666666666,DPK
4416,Pria,32,S1,Sudah menikah,Full-time,3,24000000.0,2023-04-06,17166666.666666668,2500000,2050000,95,7,Tidak tertagih,228,2,28500000,34333333.333333336,Kurang lancar
4417,Pria,44,S1,Sudah menikah,Full-time,3,24000000.0,2023-07-09,19083333.33333333,3000000,1600000,69,4,Tidak tertagih,283,2,10000000,38166666.66666666,DPK
4418,Pria,47,S1,Sudah menikah,Full-time,2,26000000.0,2023-02-13,35916666.666666664,39000000,34900000,27,1,Tertagih,509,1,6500000,35916666.666666664,DPK
4419,Wanita,28,SMP,Sudah menikah,Not-employed,7,2600000.0,2023-01-28,3416666.6666666665,38000000,28500000,119,11,Tidak tertagih,12,3,12000000,10250000.0,Kurang lancar
4420,Pria,47,D2,Sudah menikah,Full-time,4,25500000.0,2023-09-01,32625000.0,37000000,29500000,126,8,Tidak tertagih,369,2,7000000,65250000.0,Diragukan
4421,Wanita,74,S2,Sudah menikah,Retired,2,17000000.0,2023-03-09,14500000.0,24500000,15950000,84,7,Tidak tertagih,261,2,6500000,29000000.0,DPK
4422,Wanita,75,D1,Sudah menikah,Retired,4,10500000.0,2023-03-10,13750000.0,15000000,10700000,4,1,Tertagih,203,0,4500000,0.0,DPK
4423,Wanita,74,D2,Sudah menikah,Retired,5,15500000.0,2023-04-07,14583333.333333334,4000000,3900000,88,5,Tidak tertagih,280,3,13000000,43750000.0,DPK
4424,Wanita,62,D3,Sudah menikah,Retired,5,10500000.0,2023-01-12,15833333.333333334,18500000,17850000,31,3,Tertagih,215,1,11500000,15833333.333333334,DPK
4425,Wanita,61,D1,Sudah menikah,Retired,3,10500000.0,2023-01-11,14708333.333333334,6500000,4650000,64,5,Tidak tertagih,341,2,7500000,29416666.666666668,DPK
4426,Pria,45,S1,Sudah menikah,Full-time,2,21000000.0,2023-08-01,12458333.333333334,17500000,15950000,44,5,Tertagih,434,1,4000000,12458333.333333334,DPK
4427,Wanita,23,D1,Belum menikah,Contract,0,10500000.0,2023-09-16,15333333.333333334,18000000,12900000,139,7,Tidak tertagih,416,3,7500000,46000000.0,Diragukan
4428,Pria,23,SMP,Sudah menikah,Not-employed,0,200000.0,2023-07-19,5166666.666666667,23500000,19850000,131,8,Tidak tertagih,15,1,6500000,5166666.666666667,Diragukan
4429,Pria,38,S1,Sudah menikah,Full-time,4,24000000.0,2023-01-14,14875000.0,1000000,800000,2,1,Tertagih,479,0,14000000,0.0,DPK
4430,Pria,44,D1,Sudah menikah,Full-time,5,17500000.0,2023-08-26,17208333.333333332,19500000,15150000,75,6,Tidak tertagih,124,1,5500000,17208333.333333332,DPK
4431,Pria,47,D2,Sudah menikah,Full-time,3,17500000.0,2023-02-28,13083333.333333334,25500000,14150000,20,1,Tertagih,619,1,9000000,13083333.333333334,DPK
4432,Wanita,25,D1,Sudah menikah,Contract,3,5500000.0,2023-06-07,15333333.333333334,6000000,4700000,132,8,Tidak tertagih,497,4,10000000,61333333.333333336,Diragukan
4433,Pria,18,SMA,Belum menikah,Contract,2,10700000.0,2023-06-15,15916666.666666666,13500000,11450000,63,3,Tidak tertagih,410,2,7500000,31833333.33333333,DPK
4434,Wanita,74,S1,Sudah menikah,Retired,4,21000000.0,2023-02-06,17041666.666666668,10500000,5450000,95,6,Tidak tertagih,222,1,6500000,17041666.666666668,Kurang lancar
4435,Pria,70,S2,Sudah menikah,Retired,4,13000000.0,2023-06-23,15833333.333333334,15500000,12750000,90,7,Tidak tertagih,487,1,17000000,15833333.333333334,DPK
4436,Pria,29,D1,Sudah menikah,Contract,3,21500000.0,2023-07-20,16416666.666666666,17500000,16950000,37,5,Tertagih,669,1,7000000,16416666.666666666,DPK
4437,Wanita,69,S1,Sudah menikah,Retired,4,13000000.0,2023-03-21,15833333.333333334,19000000,15000000,152,11,Tidak tertagih,431,3,9000000,47500000.0,Diragukan
4438,Pria,32,S1,Sudah menikah,Self-employed,2,26000000.0,2023-02-13,33916666.666666664,35500000,32350000,141,8,Tidak tertagih,253,3,8000000,101750000.0,Diragukan
4439,Wanita,67,S1,Sudah menikah,Retired,3,18000000.0,2023-02-11,19666666.666666668,10000000,6000000,0,0,Tertagih,494,0,5000000,0.0,Lancar
4440,Pria,25,SMA,Sudah menikah,Not-employed,6,4700000.0,2023-02-21,4541666.666666667,10000000,9800000,58,6,Tidak tertagih,56,1,4000000,4541666.666666667,DPK
4441,Wanita,74,D3,Sudah menikah,Retired,3,10500000.0,2023-06-03,15000000.0,17500000,16650000,31,2,Tertagih,362,1,13500000,15000000.0,DPK
4442,Pria,27,SMA,Sudah menikah,Contract,5,13700000.0,2023-05-05,14708333.333333334,15000000,14600000,0,0,Tidak tertagih,373,0,9000000,0.0,Lancar
4443,Pria,68,D3,Sudah menikah,Retired,3,10500000.0,2023-05-01,15625000.0,15000000,14100000,82,5,Tidak tertagih,302,1,11500000,15625000.0,DPK
4444,Wanita,20,SD,Belum menikah,Not-employed,1,2600000.0,2023-09-12,6125000.0,28000000,25000000,115,8,Tidak tertagih,74,1,7000000,6125000.0,Kurang lancar
4445,Pria,52,S1,Sudah menikah,Retired,4,13000000.0,2023-07-08,13208333.333333334,8500000,5850000,129,8,Tidak tertagih,425,2,6000000,26416666.666666668,Diragukan
4446,Wanita,63,D2,Sudah menikah,Retired,4,15500000.0,2023-06-25,17291666.666666668,23500000,12050000,87,5,Tidak tertagih,198,2,4000000,34583333.333333336,DPK
4447,Pria,45,S1,Sudah menikah,Full-time,2,27000000.0,2023-03-30,34875000.0,39500000,32350000,47,4,Tertagih,413,1,7000000,34875000.0,DPK
4448,Wanita,60,S3,Sudah menikah,Retired,3,18000000.0,2023-06-29,11375000.0,21500000,16950000,28,2,Tertagih,481,1,9500000,11375000.0,DPK
4449,Wanita,24,SMA,Belum menikah,Contract,1,9700000.0,2023-02-22,15791666.666666666,9000000,5000000,90,4,Tertagih,340,3,6500000,47375000.0,DPK
4450,Wanita,62,S1,Sudah menikah,Retired,2,18000000.0,2023-03-11,14125000.0,3500000,2250000,36,2,Tertagih,596,1,4500000,14125000.0,DPK
4451,Pria,79,S1,Sudah menikah,Retired,2,13000000.0,2023-09-18,14125000.0,16000000,11600000,24,1,Tertagih,489,1,14500000,14125000.0,DPK
4452,Pria,60,S1,Sudah menikah,Retired,3,13000000.0,2023-03-25,14250000.0,7500000,4550000,88,4,Tertagih,352,1,8000000,14250000.0,DPK
4453,Pria,19,SMA,Belum menikah,Contract,1,14700000.0,2023-07-11,13208333.333333334,5500000,4050000,17,3,Tidak tertagih,218,0,5500000,0.0,DPK
4454,Wanita,69,D3,Sudah menikah,Retired,4,20500000.0,2023-01-14,13208333.333333334,15000000,9400000,66,6,Tidak tertagih,277,1,15000000,13208333.333333334,DPK
4455,Pria,25,D1,Belum menikah,Contract,0,10500000.0,2023-05-21,14791666.666666666,15500000,15050000,14,1,Tertagih,366,0,9000000,0.0,DPK
4456,Pria,47,S2,Sudah menikah,Contract,4,24000000.0,2023-04-16,15375000.0,9000000,8700000,24,2,Tertagih,477,1,9000000,15375000.0,DPK
4457,Wanita,55,S1,Sudah menikah,Retired,2,21000000.0,2023-07-26,15750000.0,11000000,9600000,45,3,Tertagih,445,2,7500000,31500000.0,DPK
4458,Pria,44,D3,Sudah menikah,Full-time,4,17500000.0,2023-03-12,19875000.0,14000000,10700000,82,6,Tidak tertagih,185,1,7000000,19875000.0,DPK
4459,Wanita,61,S2,Sudah menikah,Retired,4,18000000.0,2023-04-26,16875000.0,12000000,6300000,110,8,Tidak tertagih,116,3,11500000,50625000.0,Kurang lancar
4460,Wanita,18,SD,Belum menikah,Internship,2,200000.0,2023-01-16,5666666.666666667,38500000,28050000,92,7,Tidak tertagih,77,2,9000000,11333333.333333334,Kurang lancar
4461,Pria,44,S3,Sudah menikah,Full-time,2,29000000.0,2023-01-22,33500000.0,34500000,25750000,44,2,Tertagih,684,1,8000000,33500000.0,DPK
4462,Pria,19,SMA,Belum menikah,Contract,1,13700000.0,2023-07-18,13750000.0,13500000,10750000,75,5,Tidak tertagih,372,1,7500000,13750000.0,DPK
4463,Pria,46,S1,Sudah menikah,Full-time,3,19000000.0,2023-05-01,15666666.666666666,5000000,4900000,93,6,Tidak tertagih,194,3,21000000,47000000.0,Kurang lancar
4464,Wanita,73,S2,Sudah menikah,Retired,2,18000000.0,2023-02-23,12750000.0,26000000,14600000,86,4,Tertagih,673,2,4000000,25500000.0,DPK
4465,Wanita,43,D1,Sudah menikah,Full-time,3,17500000.0,2023-01-27,15458333.333333334,5000000,4300000,152,8,Tidak tertagih,292,5,4000000,77291666.66666667,Diragukan
4466,Wanita,68,D3,Sudah menikah,Retired,3,10500000.0,2023-04-19,13333333.333333334,8500000,6950000,36,2,Tertagih,230,1,7000000,13333333.333333334,DPK
4467,Pria,54,D3,Sudah menikah,Retired,4,10500000.0,2023-07-30,14916666.666666666,5500000,5050000,25,2,Tertagih,204,1,15500000,14916666.666666666,DPK
4468,Wanita,69,S2,Sudah menikah,Retired,3,13000000.0,2023-07-11,15375000.0,11500000,8150000,33,2,Tertagih,438,1,9000000,15375000.0,DPK
4469,Pria,35,S1,Sudah menikah,Full-time,4,24000000.0,2023-06-03,13291666.666666666,9000000,8000000,25,1,Tertagih,399,1,4500000,13291666.666666666,DPK
4470,Wanita,60,S1,Sudah menikah,Retired,4,18000000.0,2023-07-01,14916666.666666666,20000000,19500000,49,4,Tidak tertagih,123,1,13000000,14916666.666666666,DPK
4471,Wanita,60,S2,Sudah menikah,Retired,3,13000000.0,2023-04-04,14250000.0,12500000,8450000,38,3,Tertagih,416,2,11000000,28500000.0,DPK
4472,Wanita,56,S1,Sudah menikah,Retired,2,13000000.0,2023-02-26,14250000.0,13000000,11300000,70,5,Tidak tertagih,425,2,4500000,28500000.0,DPK
4473,Wanita,71,S2,Sudah menikah,Retired,3,21000000.0,2023-03-27,17916666.666666668,27000000,22800000,130,7,Tidak tertagih,247,3,19000000,53750000.0,Diragukan
4474,Pria,61,D3,Sudah menikah,Retired,5,10500000.0,2023-05-04,14791666.666666666,13500000,11950000,40,2,Tertagih,266,1,8000000,14791666.666666666,DPK
4475,Pria,77,S2,Sudah menikah,Retired,3,13000000.0,2023-06-25,15250000.0,12000000,8700000,130,7,Tidak tertagih,495,2,4500000,30500000.0,Diragukan
4476,Pria,41,S1,Sudah menikah,Full-time,2,21000000.0,2023-06-01,13625000.0,25500000,15450000,62,3,Tertagih,515,2,4000000,27250000.0,DPK
4477,Wanita,66,D3,Sudah menikah,Retired,3,15500000.0,2023-07-13,13458333.333333334,8500000,7950000,0,0,Tertagih,406,0,4500000,0.0,Lancar
4478,Wanita,62,D3,Sudah menikah,Retired,3,15500000.0,2023-06-25,17541666.666666668,24000000,12500000,39,2,Tertagih,509,1,5000000,17541666.666666668,DPK
4479,Wanita,51,S1,Sudah menikah,Retired,2,18000000.0,2023-03-10,18666666.666666668,9000000,7500000,17,1,Tertagih,675,1,9500000,18666666.666666668,DPK
4480,Pria,39,S1,Sudah menikah,Full-time,2,21000000.0,2023-08-18,20791666.666666668,13500000,13150000,108,6,Tidak tertagih,143,1,13000000,20791666.666666668,Kurang lancar
4481,Pria,45,S2,Sudah menikah,Self-employed,3,29000000.0,2023-07-27,34333333.333333336,36500000,24950000,10,1,Tertagih,491,0,7500000,0.0,DPK
4482,Wanita,74,D2,Sudah menikah,Retired,3,10500000.0,2023-01-01,16000000.0,15500000,12950000,7,2,Tidak tertagih,275,0,9500000,0.0,DPK
4483,Wanita,54,D3,Sudah menikah,Retired,3,15500000.0,2023-01-04,17250000.0,27500000,26550000,54,4,Tidak tertagih,283,2,2000000,34500000.0,DPK
4484,Pria,28,SD,Sudah menikah,Not-employed,5,200000.0,2023-03-09,5000000.0,16000000,14000000,154,11,Tidak tertagih,21,1,18500000,5000000.0,Diragukan
4485,Wanita,53,D3,Sudah menikah,Retired,4,15500000.0,2023-05-14,16291666.666666666,14000000,11400000,146,10,Tidak tertagih,224,3,8500000,48875000.0,Diragukan
4486,Pria,18,SMA,Belum menikah,Contract,1,8700000.0,2023-03-27,13291666.666666666,4500000,3350000,20,1,Tertagih,211,1,6000000,13291666.666666666,DPK
4487,Wanita,69,S1,Sudah menikah,Retired,2,13000000.0,2023-08-19,15041666.666666666,18000000,15300000,24,3,Tidak tertagih,459,0,19000000,0.0,DPK
4488,Pria,27,SMP,Sudah menikah,Contract,6,5000000.0,2023-06-01,14666666.666666666,6000000,3000000,15,1,Tertagih,369,1,5500000,14666666.666666666,DPK
4489,Wanita,20,SMP,Belum menikah,Not-employed,2,2600000.0,2023-06-19,4375000.0,3000000,2000000,142,8,Tidak tertagih,3,3,8500000,13125000.0,Diragukan
4490,Pria,28,SMA,Sudah menikah,Contract,7,9700000.0,2023-07-27,14500000.0,7000000,5100000,163,8,Tidak tertagih,243,2,6000000,29000000.0,Diragukan
4491,Pria,42,D3,Sudah menikah,Contract,3,17500000.0,2023-05-28,18333333.33333333,3500000,2050000,116,7,Tidak tertagih,104,2,5000000,36666666.66666666,Kurang lancar
4492,Pria,63,D2,Sudah menikah,Retired,3,10500000.0,2023-04-06,15250000.0,12000000,11700000,27,2,Tertagih,206,1,8000000,15250000.0,DPK
4493,Pria,62,S1,Sudah menikah,Retired,3,13000000.0,2023-01-25,16125000.0,12500000,9750000,53,3,Tertagih,385,1,5000000,16125000.0,DPK
4494,Wanita,64,S3,Sudah menikah,Retired,3,18000000.0,2023-04-23,14666666.666666666,12000000,11100000,152,9,Tidak tertagih,272,2,5500000,29333333.33333333,Diragukan
4495,Pria,80,S1,Sudah menikah,Retired,2,13000000.0,2023-07-02,15333333.333333334,15000000,11100000,93,7,Tidak tertagih,310,2,7000000,30666666.666666668,Kurang lancar
4496,Pria,18,SMA,Belum menikah,Contract,2,14700000.0,2023-05-31,14958333.333333334,8500000,4750000,17,3,Tidak tertagih,380,0,9000000,0.0,DPK
4497,Pria,44,S1,Sudah menikah,Full-time,3,19000000.0,2023-05-09,15958333.333333334,11000000,9600000,31,2,Tertagih,530,1,7000000,15958333.333333334,DPK
4498,Wanita,61,D1,Sudah menikah,Retired,3,15500000.0,2023-01-05,13375000.0,5000000,4600000,100,6,Tidak tertagih,233,2,8500000,26750000.0,Kurang lancar
4499,Pria,44,D3,Sudah menikah,Full-time,4,19500000.0,2023-06-23,18125000.0,28500000,16950000,123,7,Tidak tertagih,128,1,10500000,18125000.0,Diragukan
4500,Wanita,61,S1,Sudah menikah,Retired,2,18000000.0,2023-07-14,18375000.0,5000000,3000000,34,2,Tertagih,470,1,13000000,18375000.0,DPK
4501,Pria,36,D1,Sudah menikah,Full-time,3,22500000.0,2023-01-10,15750000.0,3500000,1950000,15,2,Tertagih,488,0,16000000,0.0,DPK
4502,Pria,33,S2,Sudah menikah,Full-time,3,19000000.0,2023-07-24,17500000.0,12000000,7100000,13,1,Tertagih,450,0,15000000,0.0,DPK
4503,Wanita,63,D2,Sudah menikah,Retired,5,15500000.0,2023-07-16,17250000.0,7500000,5850000,35,3,Tidak tertagih,133,1,6500000,17250000.0,DPK
4504,Wanita,42,D1,Sudah menikah,Full-time,4,17500000.0,2023-01-23,18625000.0,20500000,18150000,174,9,Tidak tertagih,146,3,14500000,55875000.0,Diragukan
4505,Wanita,57,D3,Sudah menikah,Retired,4,10500000.0,2023-01-22,14708333.333333334,17000000,12800000,98,6,Tidak tertagih,345,2,5000000,29416666.666666668,Kurang lancar
4506,Pria,46,S1,Sudah menikah,Full-time,2,29000000.0,2023-07-13,35000000.0,33000000,18300000,43,3,Tertagih,278,2,7500000,70000000.0,DPK
4507,Wanita,80,S1,Sudah menikah,Retired,3,21000000.0,2023-07-25,14000000.0,13000000,9100000,52,3,Tertagih,470,1,25000000,14000000.0,DPK
4508,Pria,73,S2,Sudah menikah,Retired,2,13000000.0,2023-03-13,14708333.333333334,19500000,13650000,34,3,Tidak tertagih,335,1,7000000,14708333.333333334,DPK
4509,Pria,37,S2,Sudah menikah,Full-time,3,19000000.0,2023-09-11,13500000.0,22000000,14000000,95,8,Tidak tertagih,228,1,8500000,13500000.0,Kurang lancar
4510,Pria,31,D1,Sudah menikah,Full-time,5,25500000.0,2023-07-10,35250000.0,39000000,28300000,133,9,Tidak tertagih,397,2,7000000,70500000.0,Diragukan
4511,Pria,28,D3,Belum menikah,Contract,0,10500000.0,2023-05-19,14958333.333333334,13500000,11050000,47,3,Tidak tertagih,382,1,5000000,14958333.333333334,DPK
4512,Pria,32,S2,Sudah menikah,Full-time,4,24000000.0,2023-03-21,19916666.666666668,2500000,2050000,98,6,Tidak tertagih,132,1,21000000,19916666.666666668,Kurang lancar
4513,Wanita,62,S2,Sudah menikah,Retired,3,18000000.0,2023-03-14,12250000.0,13000000,6600000,60,4,Tidak tertagih,298,1,9000000,12250000.0,DPK
4514,Pria,35,S2,Sudah menikah,Full-time,3,19000000.0,2023-09-20,12833333.333333334,18000000,13400000,50,2,Tertagih,400,1,3000000,12833333.333333334,DPK
4515,Pria,26,SMA,Sudah menikah,Part-time,5,11700000.0,2023-08-02,14125000.0,6500000,6350000,92,4,Tidak tertagih,345,2,8000000,28250000.0,Kurang lancar
4516,Pria,49,D3,Sudah menikah,Full-time,3,25500000.0,2023-03-28,34958333.333333336,35000000,22000000,170,8,Tidak tertagih,226,2,4500000,69916666.66666667,Diragukan
4517,Pria,39,D3,Sudah menikah,Full-time,5,25500000.0,2023-02-02,34916666.666666664,39000000,20900000,113,9,Tidak tertagih,350,2,5000000,69833333.33333333,Kurang lancar
4518,Pria,28,D3,Belum menikah,Contract,0,10500000.0,2023-03-21,15166666.666666666,17000000,15300000,0,0,Tidak tertagih,321,0,7000000,0.0,Lancar
4519,Pria,72,S1,Sudah menikah,Retired,3,13000000.0,2023-04-04,14083333.333333334,6500000,4650000,27,3,Tertagih,335,1,8500000,14083333.333333334,DPK
4520,Pria,26,SMA,Sudah menikah,Part-time,7,8700000.0,2023-02-09,13583333.333333334,15500000,10450000,51,2,Tertagih,399,1,15500000,13583333.333333334,DPK
4521,Pria,22,SMA,Belum menikah,Contract,1,10700000.0,2023-08-29,14541666.666666666,14500000,7550000,85,5,Tertagih,215,2,8000000,29083333.33333333,DPK
4522,Pria,33,D3,Sudah menikah,Full-time,4,17500000.0,2023-08-20,16416666.666666666,26000000,21400000,80,6,Tidak tertagih,280,1,11500000,16416666.666666666,DPK
4523,Wanita,65,D2,Sudah menikah,Retired,4,15500000.0,2023-05-27,17416666.666666668,6500000,6250000,78,6,Tidak tertagih,281,1,16500000,17416666.666666668,DPK
4524,Pria,28,SMA,Sudah menikah,Contract,6,8700000.0,2023-02-11,14458333.333333334,12500000,11250000,51,3,Tertagih,474,1,16000000,14458333.333333334,DPK
4525,Pria,46,D2,Sudah menikah,Full-time,5,17500000.0,2023-02-11,13125000.0,12500000,8850000,58,6,Tidak tertagih,132,1,17500000,13125000.0,DPK
4526,Pria,37,D1,Sudah menikah,Full-time,3,25500000.0,2023-01-02,33750000.0,39000000,24800000,53,4,Tertagih,501,1,5500000,33750000.0,DPK
4527,Pria,29,SMA,Sudah menikah,Contract,6,14700000.0,2023-03-14,14541666.666666666,11000000,10700000,55,3,Tertagih,214,1,8500000,14541666.666666666,DPK
4528,Wanita,62,S1,Sudah menikah,Retired,3,18000000.0,2023-01-24,14791666.666666666,27000000,22300000,112,6,Tidak tertagih,118,2,6000000,29583333.33333333,Kurang lancar
4529,Wanita,72,D1,Sudah menikah,Retired,3,10500000.0,2023-02-12,14583333.333333334,12000000,10700000,33,2,Tidak tertagih,365,1,4500000,14583333.333333334,DPK
4530,Pria,32,S1,Sudah menikah,Full-time,4,19000000.0,2023-09-09,11916666.666666666,16000000,11800000,17,1,Tertagih,392,1,15000000,11916666.666666666,DPK
4531,Wanita,29,SMP,Sudah menikah,Not-employed,6,200000.0,2023-09-15,4666666.666666667,37500000,23550000,135,9,Tidak tertagih,82,2,6500000,9333333.333333334,Diragukan
4532,Pria,60,S1,Sudah menikah,Retired,3,13000000.0,2023-05-28,15125000.0,9000000,5600000,10,1,Tidak tertagih,308,0,7500000,0.0,DPK
4533,Wanita,78,D3,Sudah menikah,Retired,4,10500000.0,2023-06-22,15291666.666666666,6000000,3500000,56,4,Tertagih,216,1,12500000,15291666.666666666,DPK
4534,Wanita,56,S1,Sudah menikah,Retired,4,18000000.0,2023-04-03,17125000.0,7500000,6450000,69,5,Tidak tertagih,298,1,8500000,17125000.0,DPK
4535,Pria,40,S1,Sudah menikah,Full-time,4,27000000.0,2023-02-19,34750000.0,37500000,36250000,58,6,Tidak tertagih,354,1,6000000,34750000.0,DPK
4536,Wanita,59,D3,Sudah menikah,Retired,3,15500000.0,2023-07-27,18166666.666666668,5000000,4000000,11,1,Tertagih,529,0,9000000,0.0,DPK
4537,Wanita,64,S1,Sudah menikah,Retired,2,13000000.0,2023-08-04,15166666.666666666,12500000,10350000,26,4,Tertagih,473,1,7000000,15166666.666666666,DPK
4538,Pria,50,D2,Sudah menikah,Retired,4,22500000.0,2023-01-16,16541666.666666666,15000000,11200000,56,3,Tidak tertagih,238,1,8000000,16541666.666666666,DPK
4539,Pria,26,SMA,Sudah menikah,Contract,5,10700000.0,2023-05-09,13333333.333333334,17000000,16700000,28,1,Tertagih,343,1,8000000,13333333.333333334,DPK
4540,Wanita,70,D1,Sudah menikah,Retired,4,15500000.0,2023-01-08,14458333.333333334,9500000,7950000,106,7,Tidak tertagih,134,2,7500000,28916666.666666668,Kurang lancar
4541,Wanita,76,D1,Sudah menikah,Retired,4,19500000.0,2023-08-16,18125000.0,9000000,8800000,72,4,Tidak tertagih,227,1,4500000,18125000.0,DPK
4542,Pria,50,S1,Sudah menikah,Retired,3,19000000.0,2023-08-25,23916666.666666668,4500000,3650000,1,1,Tertagih,464,0,4500000,0.0,DPK
4543,Pria,36,D3,Sudah menikah,Full-time,3,17500000.0,2023-03-03,21166666.666666668,5500000,3450000,0,0,Tertagih,516,0,5500000,0.0,Lancar
4544,Wanita,76,D1,Sudah menikah,Retired,4,15500000.0,2023-08-15,16708333.333333334,13000000,8700000,113,8,Tidak tertagih,257,1,5000000,16708333.333333334,Kurang lancar
4545,Wanita,71,D3,Sudah menikah,Retired,4,15500000.0,2023-03-03,16000000.0,7000000,6900000,121,6,Tidak tertagih,244,2,9000000,32000000.0,Diragukan
4546,Pria,50,D3,Sudah menikah,Retired,5,22500000.0,2023-04-20,17833333.333333332,29000000,19700000,108,7,Tidak tertagih,185,1,6500000,17833333.333333332,Kurang lancar
4547,Wanita,71,S2,Sudah menikah,Retired,2,13000000.0,2023-03-25,13458333.333333334,18000000,10900000,39,2,Tidak tertagih,326,1,7000000,13458333.333333334,DPK
4548,Pria,38,S1,Sudah menikah,Full-time,4,27000000.0,2023-07-08,36291666.66666666,36000000,34400000,64,6,Tidak tertagih,162,2,4000000,72583333.33333333,DPK
4549,Wanita,63,S1,Sudah menikah,Retired,2,13000000.0,2023-08-21,13916666.666666666,17500000,14250000,55,5,Tertagih,355,1,12000000,13916666.666666666,DPK
4550,Pria,42,D3,Sudah menikah,Full-time,3,22500000.0,2023-06-01,14083333.333333334,21000000,12200000,0,0,Tertagih,553,0,4500000,0.0,Lancar
4551,Pria,37,D3,Sudah menikah,Full-time,4,22500000.0,2023-06-17,12208333.333333334,26500000,23850000,47,3,Tertagih,453,1,5500000,12208333.333333334,DPK
4552,Pria,26,D1,Sudah menikah,Contract,3,5500000.0,2023-03-16,14458333.333333334,13000000,12500000,9,1,Tertagih,398,0,7000000,0.0,DPK
4553,Pria,34,S1,Sudah menikah,Full-time,3,19000000.0,2023-03-29,19000000.0,15500000,12050000,47,2,Tertagih,407,1,9500000,19000000.0,DPK
4554,Pria,39,S2,Sudah menikah,Full-time,3,19000000.0,2023-06-10,17500000.0,22000000,15500000,107,7,Tidak tertagih,243,1,16000000,17500000.0,Kurang lancar
4555,Pria,27,SMA,Belum menikah,Contract,3,7700000.0,2023-08-16,14291666.666666666,18500000,14350000,65,3,Tidak tertagih,335,1,4000000,14291666.666666666,DPK
4556,Wanita,61,S1,Sudah menikah,Retired,3,21000000.0,2023-03-30,16416666.666666666,27500000,17150000,29,1,Tertagih,508,1,9000000,16416666.666666666,DPK
4557,Pria,51,S2,Sudah menikah,Retired,3,13000000.0,2023-01-25,14708333.333333334,15500000,11650000,27,1,Tertagih,366,1,11500000,14708333.333333334,DPK
4558,Pria,63,D2,Sudah menikah,Retired,3,10500000.0,2023-03-20,14583333.333333334,14500000,12350000,23,3,Tertagih,394,0,5000000,0.0,DPK
4559,Pria,35,D3,Sudah menikah,Contract,3,22500000.0,2023-04-19,17416666.666666668,26500000,16150000,40,3,Tertagih,437,1,14500000,17416666.666666668,DPK
4560,Pria,29,D1,Belum menikah,Full-time,0,24500000.0,2023-08-24,14625000.0,26000000,25900000,42,2,Tertagih,565,1,5500000,14625000.0,DPK
4561,Pria,37,D3,Sudah menikah,Full-time,4,22500000.0,2023-09-10,14250000.0,29000000,17400000,28,3,Tertagih,428,1,4000000,14250000.0,DPK
4562,Pria,33,D2,Sudah menikah,Full-time,3,17500000.0,2023-01-06,13250000.0,15500000,9250000,123,5,Tertagih,465,2,4000000,26500000.0,Diragukan
4563,Pria,37,S1,Sudah menikah,Full-time,3,29000000.0,2023-02-10,34541666.666666664,33500000,22050000,60,3,Tertagih,463,2,10000000,69083333.33333333,DPK
4564,Wanita,74,D3,Sudah menikah,Retired,3,10500000.0,2023-01-13,14958333.333333334,11000000,9000000,59,4,Tertagih,234,1,5000000,14958333.333333334,DPK
4565,Wanita,74,S1,Sudah menikah,Retired,2,13000000.0,2023-06-28,15166666.666666666,6000000,4700000,28,3,Tidak tertagih,451,1,8000000,15166666.666666666,DPK
4566,Wanita,58,D3,Sudah menikah,Retired,4,18500000.0,2023-02-23,15333333.333333334,20000000,18700000,81,6,Tidak tertagih,104,2,18000000,30666666.666666668,DPK
4567,Wanita,66,D3,Sudah menikah,Retired,5,10500000.0,2023-04-12,16458333.333333334,16500000,11950000,70,4,Tertagih,281,1,3000000,16458333.333333334,DPK
4568,Wanita,57,S1,Sudah menikah,Retired,4,21000000.0,2023-09-18,15916666.666666666,19500000,19050000,93,6,Tidak tertagih,142,2,8500000,31833333.33333333,Kurang lancar
4569,Wanita,63,D2,Sudah menikah,Retired,5,20500000.0,2023-05-30,14000000.0,18500000,17650000,122,8,Tidak tertagih,233,2,7000000,28000000.0,Diragukan
4570,Pria,63,D2,Sudah menikah,Retired,4,10500000.0,2023-09-13,14958333.333333334,4500000,2750000,48,3,Tertagih,323,1,8500000,14958333.333333334,DPK
4571,Pria,62,D2,Sudah menikah,Retired,4,10500000.0,2023-04-17,16125000.0,4000000,2900000,38,2,Tidak tertagih,328,1,5500000,16125000.0,DPK
4572,Wanita,57,D1,Sudah menikah,Retired,5,10500000.0,2023-01-11,15125000.0,7500000,4150000,98,7,Tidak tertagih,333,2,9000000,30250000.0,Kurang lancar
4573,Pria,73,S1,Sudah menikah,Retired,4,13000000.0,2023-04-28,15083333.333333334,8500000,5850000,10,2,Tidak tertagih,339,0,7500000,0.0,DPK
